,comment,author,hateful,category
1986,"['Melie bos ser una guacamaya mal educada, dejar hablar ala dama que tambien tiene algo que aportar.']",UCkIwJuXJShmoyk7-yJbVkDA,0.9834206700325012,machismo
934,['Es de mala educación no mirar a la persona que te está hablando sapa culia😂'],UCBs3tzIrqCuybygkNT9_o6A,0.9832153916358948,machismo
439,['Tu de española no tienes nada pañuelitos'],UCNk1pYHAqLZESuG1iPbDRaQ,0.9829500913619996,racismo
2675,['CONTIGO EMPEZÓ TODO....PAYASA'],UCyfvgMJXS4aLNPdJXcw5nRA,0.9825610518455504,machismo
790,"['Inche entrevistadora indeja! ...Roxana es la ESPECIALISTA!...y no fue a debatir! Carajo! Fue a contestar  preguntas, pero NO LA DEJAS CONTESTAR! AAAAAHHH!😡']",UCAD7TBOHDVlEWhhOyFzg2Zw,0.981981098651886,ideología política
170,['No pasó nada lo único que quiere esta tia es dinerito fresco mentirosa!!'],UC8QiqvwbFHPx9k-UzSA390w,0.9816274046897888,machismo
971,['¿Nunca te ha pasado que tienes que trabajar hasta tarde y la feminazi que tienes de esposa no quiere hacer la cena? Que periodico más patético.'],UCYq_YNm8Lbaj35Y-5tFqhDQ,0.9813592433929444,machismo
1392,['Hay que bruta póngale cero.'],UC1dFQLSncuZgl8AAM3sZmcA,0.9809139966964722,machismo
101,['Estas feminazis quieren igualdad y ponen leyes desiguales.LOCAS'],UC9khk0O9SsKq2nkm2h-nRrg,0.980830192565918,machismo
3075,['Le muestran evidencia y se pone extrambotica la mujer q show.'],UCp7KAiABQBa9yoDSaJq6fuA,0.9805548787117004,ideología política
1742,['Nefasta...'],UC3OkpGN_Wu1p-HQELaJs6rA,0.980519711971283,machismo
1963,"['La tia del principio es una loca femnista, se le ve con sus gestos, el pavo no sabe donde está metido, pero habla con miedo.']",UCLNIf-2VYbAMfzjz1PYgIgA,0.9801988005638124,machismo
4465,"['A mi esta mujer me a echo daño porque es una mentirosa conpulsiva, yo fui de verdad maltratada']",UCuIhk6kBp0jsZuQ3Vn_HOBw,0.979453146457672,ideología política
1349,"['2:09 Porque estás jodidamente obesa, ve al puto gimnasio mija...']",UC9hheDdNx9G565UI_vM1XzQ,0.9791181087493896,machismo
3703,"['Viva Agustin Laje,  tiene toda la razón. Esa mujerzuela es una comunista muy estúpida.']",UC4rlpEJgyi0fKevBc410eng,0.9789047837257384,ideología política
1858,['Típico de dolida'],UCZOb24LHEUx49N56AE7xhdA,0.97865229845047,machismo
2490,['La hitleriana diktadora sabe quienes son las mujeres vulnerables y lo sabe porque ella no lo es… está forrada!!!!\n💰💰💰💰💰💰💰'],UCWuaYnBZzpXHG8eKpJX2aRw,0.9781779050827026,ideología política
2178,"['Vale madre, voy cansado de trabajar me he partido el lomo en el día, y viene una morra que solo sale a joder no le doy ni madre mi asiento']",UCzTfU0dl1TPPNVNzLqXv2_Q,0.9779078364372252,machismo
274,['Está loca.'],UCr5IFlnq5iNI44nltGYtwWA,0.9777555465698242,machismo
1874,['Soy un hombre maltratado  nadie me ayuda me sumare  a la lista de suicidios esa mujer que dice lo de los culos miente como una bellaca aquí nadie le dice el culo a nadie .si siempre hay alguien enfermo normalmente huimos para que no nos violen'],UCLEkz-34LdQBkRW_jYCb4fA,0.9777365326881408,machismo
4156,['ESTA FASCISTA ARGENTINA SE PODIA IR A ARGENTINA A PEEDIRLE UN CARGUITO AL NUUEVO FASCISTA QUE OCUPA LA CASA ROSADA  Y DE PASO SE PODDIIA  OPERAR EL CUELLO.'],UCvFBiPPlWuH_YDM5SDS_EWw,0.9776883125305176,ideología política
756,['Otra que quiere una paga eres una mentirosa'],UC8QiqvwbFHPx9k-UzSA390w,0.9767677187919616,machismo
3196,['Que gordas son'],UCsi9ZlLni-9-6wcyczIQzuw,0.9757594466209412,machismo
2892,"['esas ..cosas porque no se sabe lo que son , la cosa de pelo corto quiso ser hombre pero se acabo el material y le falto una pieza y a la cucaracha rara mal hecha lo que estan es cojiendo pauta para justificar el uso de fondos publicos de ayudas a santuarios de animales , estan bien locas , por eso espana esta jodida !']",UCKm29aD7dPJNgTburf5wKOA,0.9754101037979126,machismo
3822,"['Los emigrantes ilegales pa su pais, hay que ser ordenados']",UC2rltx1AuN_zXeVZw5q0wAg,0.974057912826538,racismo
1242,['Las mismas mujeres son un desastre minas pelotudas'],UC9DId2Iq8UFCY5hHdUP7dfg,0.9738742709159852,machismo
2279,['Horrible que las chorradas de Butler estén teniendo cabida en las sociedades occidentales. \nUn montón de sin sentidos que no se sostienen entre sí y que se tiene que entender al margen de la razón.\nAnte todo una filosofía inútil que lleva a la acción sectaria e irracional. \n\nFilosofía como luz de gas para la sociedad.\n\nQue le digan una niña afgana que si quiere dejar ser oprimida que perfome el género masculino.\nValiente HDP esta señora.'],UCXPunovulUh5MOGQUqjOCKg,0.9736465811729432,ideología política
4870,['Discúlpame con mucho respeto te digo que esa Pilar Vidal es una 👹'],UCFPWNCZca8smPCwDr-Zl3Vg,0.9736254811286926,machismo
3082,['Abusadora....quiere más dinero..por qué buscan de otro País...busquen de su país...'],UC0MjfpDGMYfk3NmlmLDtVYg,0.9736044406890868,ideología política
4422,['Los mejores son Estados Unidos los canadienses los españoles los chinos Por qué ellos vienen a invertir dinero 1 500 000 americanos son personas de la tercera edad y gastan todo su dinero en México lo mismo los canadienses los que no deberían de estar allí son los guatemaltecos los salvadoreños los hondureños los venezolanos son los peores que deberían de estar en México no aporta nada entran como Invasores Y cuándo llegan a Estados Unidos doblan las manos pero la inmigración de México no la respetan entran golpeando policías y todo entran ensuciando todo cómo lo hicieron los hondureños ellos no deberían de entrar a México los cubanos ellos sufren mucho en Cuba no nos quieren mucho los mexicanos en Miami pero en fin que te queden pero lo que son los venezolanos A qué votar los de patitas de México Por qué se creen mucho se creen que son todo igual que los hondureños los salvadoreños y los guatemaltecos no lo necesitamos a ellos no deberían de estar en México'],UCLEBwyZhZIA3q_dinzmhUYQ,0.9735692739486694,racismo
1910,['Ami me quiso denunciar porque en su familia le creían todas sus mentiras pero en  ya en la denuncia nunca pudo \nLas representantes de las leyes se daban cuenta que era una mentirosa teatrera'],UCLwtSbjP3i48sM-6Bayr1TQ,0.9733744263648988,ideología política
3388,['Por favor la cara de tristonia de esa chiquilla.... confirma la regla\nLos veganos son gente triste: No comen perdices.'],UCYwkHfQ2xjnjOr4KvNP_HFQ,0.973170816898346,machismo
4115,['Jamás defenderé la violencia de género .. pero está es una falsa mentirosa mala q no le quiere ni a sus hijos bravoo por Antonio David'],UCDmQn5h3knFiRsoSz8HC_cg,0.9730043411254884,machismo
3200,['La niña de morado me caeria gorda porque se cree mucho (Ademas de que esta gorda)'],UCz24SGE5DVtLPMSi48Be0qA,0.9722968935966492,machismo
2868,['Alguien con dinero pago para que esta mujer la aventar a esa carcel por venganza eso es lo que paso'],UCXe6-V9VuDXsmKCONI_IJ9A,0.9722045063972472,machismo
2292,"['ah, no  no no                el cuerpo astral?,  no   esta si es una psicologa trucha, cualquiera escribe libross,,,,,,,,,, y encima se hace percibir como educada e  sabia!']",UCy-VQOePjL3o-K7tSS84MNA,0.9719706177711488,machismo
1827,['Mentirosas.'],UCD0CTV8RO1YSgPcSiK2CUYw,0.971735656261444,machismo
2423,"['Los africanos tenían lanzas y escudos, debieron pelear como leones contra los esclavistas y salvar a su pueblo, sus mujeres, sus niños, sus tierras.']",UCvyV0G09Cpw95CHZe6Z9ljw,0.9714791774749756,racismo
4045,"['Por qué?? todos creen que los machistas son españoles, cuando los machistas son esos marroquies y musulmanes que tienen esas ideas,este pais se esta llendo a la mierda,si asta ahi pruebas de ello y siguen con lo mismo,eso es lo que hacen las feministas, sabiendo que son esos los que no se adaptan al occidente,deberian echarlos a su pais.🤔']",UC7KWPog-aWXmo2sjgT732lg,0.9713377952575684,racismo
4906,"['ESA JESSICA SIEMPRE DE BARBERA CON EL SR INFANTE, ME CAE MAL 👎🏻❌  NADA AUTÉNTICA , NO TIENE NADA BUENO QUE OPINAR SI NO COPIA AL SR, DE HUEVA ESA MUJER 😏']",UCFImoZWujr1HguRU7cencsw,0.9710432887077332,ideología política
438,"['Aquí  si alguien sobra son los invasores,']",UCjMWj7A6IiXdSKbPZnD_Kxw,0.970473051071167,racismo
4651,"['Bros, yo soy de Perú, contare de que los últimos 2 presidentes son terribles, uno que era comunista socialista que robaba los impuestos para cosas estúpidas, y le daba a su familia. Y la última que todo el pais le aplaudio porque era la primera mujer presidente del pais, y no hizo nada util, literalmente fue de viaje a USA ahi bien feliz mientras gente honrada es extorsionada y las autoridades  los dejan libres y/o negocian con las mafias, pero claro la criticamos porque somos ""machistas"" \nY esa niña de cabello rojo teñido criticando a Milei da vergüenza. \nLo dire VIVA LA LIBERTAD C4R4J0 \n\nPerdón por mucho texto']",UCnKCcVhP1ih_QbJkS0yjbGg,0.9698494672775269,ideología política
4835,['1:13  Jajajajajaj que analfabeta. Ahora quiere cambiar el voto 🗳️ 🤦🏽\u200d♂️.'],UCwrmBPdtbFgl0hkejzEchhQ,0.9697829484939576,ideología política
3357,['Pero a qué clase  de mujeres defiende esta sinvergüenza solo a las feminazis de su cuerda si es la ministra de igualdad porque los hombres no tienen defensa pero a los machos alfa de su partido si verdad jajaja imbecil'],UCajoQcsrHGUyOmpfgDrzXoA,0.969707190990448,machismo
895,['que weona'],UC6YsYhHOlWFeqarCtTMRPUg,0.9696452021598816,machismo
4424,['Yegan a México y se los mandamos a los gringos y canadienses'],UCZ2dWArohVi3DZyZN7pLjgQ,0.9691122174263,racismo
4423,"['Los chinos son muy herméticos, ni el saludo contestan, de ería regresar a su patria y no salir de ahí\nNo me caen mal,\nSolo cuando les hablo por algo y no contestan']",UCrWqOjiqQIgLy3caKCedx1w,0.9685521721839904,racismo
2000,['Jajaja es una ridícula la mona fer'],UCFMLGbfQt_la0KVppfYvp8Q,0.9681973457336426,machismo
4034,['La razon por la que la mujer española (principalmente la feminista progre) es asi es porque en realidad quieren a alguien que la maltrate y domine despues de todo en el interior odian todad las leyes feministas y el estilo virginal que las hacen tener junto el echo de que el hombre español se volvio sumiso\n\nLes aseguro que si el hombre español fuese mas vivo y mas dominante y ke valiera un comino eso de pedir permiso para tocarla a través de un papel  ahora mismo no abria emigrantes y la natalidad española estaria por los cielos'],UCQuqFBBFrms86sNfkLxbuVQ,0.9681254029273988,machismo
3710,['esa beatriz preciado...tremenda loca'],UCuZ3a07j7fEQyi7y60rZF1A,0.967810869216919,ideología política
4032,['Yo tengo una amiga española que está casada con un hombre musulmán y es una pesadilla total. Ya le dió una cachetada frente a los hermanos de él. Le ofende en árabe. En una ocasión le ofendió diciéndole que se iba a follar a la p€&@ de su madre. No trabaja y ella es quien le mantiene con la excusa de que todavía no tiene sus papeles. Y además ella hace las labores en casa. En el Ramadán este zángano se la vivía durmiendo todo el día y en la noche se levantaba a cenar tooodo lo que le hacía ella. Es desesperante ver ese cuadro 😢'],UCT6jzywIdkuGQAMGbAAJbEQ,0.9675487279891968,machismo
3147,['Pobre. El joven luego luego se ve  el carácter de esa mujer esa mujer. Si es capaz de matar'],UCrSawxjYMrdnNHqi_LwJDWg,0.9675189256668092,machismo
357,['Esta tia esta loca y en el final mas parese que le dio un trabe psicoquitico'],UCGBfs8cfJutmY4Uou3rXnuQ,0.9667872786521912,machismo
2721,"['Todo eso me ha pasado. Es muy doloroso y al decirlo hasta me siento mal, porque siempre me decía mi ex. Ya vas otra vez a ponerte de víctima, sos una manipuladora. 😢 Gracias por tus temas!']",UC4RNZkZy2_u_JTY2PLB0C9w,0.966171145439148,machismo
3923,['Que vaga quiere cobrar pero no jugar. Menos mal que él fútbol femenino no me gusta nada 😂😂😂😂😂😂😂😂😂😂'],UCv4IdKSZ1p422kJTe4OJKfw,0.9659857749938964,machismo
4426,"['A los ondureños y salvadoreños si que se vayan, a esos en ningún lado los quieren. Además de que son muy violentos sabiendo que están en suelo ajeno.']",UC-NRaNW4tUbJVALfyvoo2jg,0.9657071232795716,racismo
2120,['La Kreimer es una real y verdadera pistola !!!'],UC7m1B-kz9CoKJuKL3JV8tJA,0.9656230807304382,machismo
3227,['No solo es así con los negros.  Están configurados para tener en menos a todos los que no sean chinos.'],UC59MZv9x2WgYllcg7wC3xkQ,0.9654483795166016,racismo
3514,['Los ricos le interesa que la gente trabaje y los negros son ignorantes flojos  y por eso se forman como asesinos como en Sudáfrica que están matando a los granjeros boers'],UCqsMmp8aeH6gvXmNTCIOCZQ,0.9652809500694276,racismo
4593,"['Inaudito. Nos quedamos atónitos.\nUnos inmigrantes jázaros, europeos, sin una gota de sangre semita, se instalan en Palestina, para tener allí un hogar. \n\nVienen cada vez más, pretenden dominar, constituyen un Estado sionista, en una tierra que no es suya, pero que dicen que lo es, y que Dios se la dió.\nDurante unos tres cuartos de siglo han ido ocupando cada vez más tierra de los palestinos, asentamientos ilegales, ocupación perpetua. Hostigamiento, encarcelamiento de niños y adultos, sin o proceso judicial. \n\n¿La devastación bombardeo de Gaza, con más de 15.000 muertos, gran parte niños y mujeres; bombardeo de más de 20 hospitales, ambulancias atacadas y destruidas, más de 60 periodistas asesinados, advertencia y aviso para el desalojo de la población civil de Gaza, unos 2 millones de personas, plan de deportación masiva, ocupación y control de Gaza, y con los recientemente descubiertos yacimientos preciosos en la costa gazatí en el punto de mira, y el acuerdo Abraham de trasfondo.\n\nPor supuesto que no se justifica el genocidio y la masacre deliberada de población civil, con la lucha contra los guerrilleros, ni el derecho a oía defensa.\n\nHaces, según lo oigo y entiendo, apología del genocidio, expresamente : A los enenigos de Israel, que lo son nuestros, hay que exterminarlos. \n\nEsa tierra no es del grupo sionista inmigrante en Palestina\n\nEl Estado de Israel fue creado sin aprobación de los autóctonos palestinos, ni del Derecho Internacional.\n\nLa masacre de civiles, ataques homicidas sistemáticos y deliberado s de 2 iglesias, hospitales, ambulancias, etc., la coerción para el desalojo de los autóctonos y residentes palestinos de Gaza, la planificada deportación de masas civiles palestinas, toda esa barbarie acusa a quienes ordenan la inmensa matanza indiscriminada (¡Por supuesto indiscriminada!), de genocidas. El holocausto palestino.\n\nSeguro que no hay equidistancia entre extranjeros, casi todos jázaros, invasores y ocupantes tiranos, opresores, inhumanos, y palestinos civiles inocentes residentes en su propia tierra.\n\nCaiga sobre ti, que creo te has declarado de el llamado ""pueblo elegido"", sobte ti, defensor del Holocausto palestino, la sangre de los invadidos inocentes gazatíes deliberadamente masacrados, bajo el peor terror homicida.\n\nEl Sionismo y los sionistas no son ni Civilización, ni son uno con nosotros, ni nuestros partidarios, sino enenigos del mundo. Es la ideología de la élite supraesratal megamagnate de la agenda de tiranía absolutista invasiva 2030, y del plan mundial del Anticristo.\n\nNo hay ni punto de comparación, entre los agresores en el genocidio, y los agresores guerrilleros criminales, no en cuakto a la gravedad, ni en cuanto al volumen de las víctimas inocentes.\n\nPor supuesto hay enemigos en los hospitales, y se los puede cercar y asaltar externamente, no bombardear llenos de civiles. Y no ambulancias ni periodistas son objetivos legítimos de bombardeo. \n\nSe oye al hijo del Padre de la Mentira. Vuestro Padre no es Dios. \n\nEso no es judaísmo, no lo es de los judaistas antisionistas, numerosos en el mundo.\n\nEl grupo sionista invasor y ocupante de Palestina no es EL pueblo judío, no es religión sino secta políticoreligiosa, la peor del universo.\n\nSu Estado no es Estado de ""el pueblo judío"", es el enemigo del judaísmo no sionista, es el monstruo talmudista. \n\nHamás es creación de sionistas de dicho Estado. \n\nEl traspaso del muro de Gaza, el más vigilado del mundo, con excavadoras, no pasó desapercibido al poder militar, policial y político de dicho Estado. Y los responsables sionistas dejaron 7 horas de inhibición por parte de las fuerzas de seguridad. Cooperación, pasiva, en el atentado y dos efectos. ""Incuria dolosa"". \n\nQuien defiende el crimen es criminal. \n\nNada de cultura judeocristiana, nada de Talmud parte de la, Cultura occidental. Ese abominio es radicalmente enemigo del Cristianismo, ese es el engendro disbolicp que espera a su Anticristo, pues rechaza a Cristo el Mesías. \n\nHijos de Satanás. \n\nRicardo de Perea y González, Presbítero, emérito Capellán Castrense del Ejército del Aire.']",UCIXmwCQP55s5cjZt2jUbvSg,0.965220868587494,racismo
1071,['Obesa 🔫🔫🔫🔫'],UCDn3h0lyWMT0_-L7Jl_DMdw,0.9647578597068788,machismo
4485,"['Tu tienes, de periodista lo que yo de cura😂😂😂 Anda ya senofoba🙈🙉🙊']",UCt0MTTwjrzS7YqxgaDUwYXw,0.9647286534309388,ideología política
4043,"['Quieren deconstruir al blanco español, para que las españolas, busquen hombres de otras culturas, para acabar con la raza blanca.']",UCx68XoH_AwGp83CWwo7_Rig,0.9643949270248412,racismo
1745,['que cómica es xD'],UCJ_sGSuFAaHnoJ7TUf9TZmQ,0.9641158580780028,machismo
4199,"['Con la llegada de tanto haitiano le quitamos el trabajo a nuestra gente, primero y siempre deben de ser los mexicanos y no darle trabajo a tanto extranjero, ni argentinos o hondureños y venezolanos, trabajo primero siempre a los mexicanos.']",UCXzR1bh4XcgEXAN33h1Imkw,0.9637877345085144,racismo
3684,"['Está MATANDO españoles. Sin sangre ni medicos .ni  bulanciss .con patrras para otro sitio y otros aqui. .SANCHEZ O TODOS EN Ptrras o yu solo y familiar rn pateras al cosmos con , ZP. Por el tunel y zp de capitán de patera al cosmos pues mo habrá mas costa s costas']",UC_8js9UVJ9g27NPukNZsZWA,0.963343381881714,racismo
791,"['Inche entrevistadora, interrumpe a Roxana x perjuicios personales...yá cállate,  deja que hableeeeee']",UCAD7TBOHDVlEWhhOyFzg2Zw,0.96299010515213,ideología política
2225,['Feminazis arruinaron europa'],UCg0V9-IYw-5oqUxtUBiFJRw,0.9629330039024352,machismo
4873,['MAICA..gracias Eres  buena  comunicadora ... pilar Que pesada de mujer...'],UCwSvmcbsDEvAs6BLpg1Kbow,0.9626720547676086,ideología política
4109,"['Todo fue una gran mentira!! Ahora es tu turno, tienes mi total apoyo, que poca verguenza,no está loca,es muy mala! Buena para nada!']",UCXmC-S3fYUQfQoVH6zV13RQ,0.9625911116600036,machismo
3964,"['Es una pena que esta mujer,de apariencia.. vaya-vaya ? no haya podido tener como profesora a  Dña.Luisa Fernanda Rudi Ubeda,para que le hubiera aclarado un poco sus ideas y así mejorar notablemente su praxis claramente  ruinosa🤫🤪']",UCmZbWRGsTAnhGGQCzZ_9qyA,0.9624775648117064,machismo
3224,['Chinos malos.'],UCbJl4xJGZvtRePN-qN5h0mQ,0.9622408747673036,racismo
2625,['Las feminazis socialistas son una MIERDA!!!'],UC9C7_nbP0lnxXvE0A7f6K2A,0.9621097445487976,machismo
3443,"['Fuerte pelmaza la canaria , se corrige más ella misma y corrobora ella sola , a esta le da mucho sol , se entera poco de lo que está hablando esta tia']",UCw50b_83YNUKhHqLHvN7J6g,0.960870623588562,machismo
370,['Y esta mujer es ciega y sorda ? \nPues los adolescentes estan despertando no como ella que esta dormida o pagada'],UCQnAP1OvXzTwz4mrxM1XHmA,0.9607819318771362,machismo
2529,['¿xq sera q solo los judios semitas se quejan del antisemitismo ? Nunca lo hacen sus HERMANOS ARABES !!🤣'],UCYNTMbt_BFf9Pi_u5KcvRsw,0.9603334665298462,racismo
2427,['deberias de  contar la historia de la esclavitud a los blancos por parte de los musulmanes'],UCaWfDn49FjKZbgjwZb7L65A,0.9601258635520936,racismo
3903,"['Me gustaria saber de todos esos racistas machistas asesinos naltratadores , cuantos son españoles y cuántos extranjeros. \nQue siiiii progres que ya lo se , que tidos son delincuentes , pero me gustaria saber nacionalidades, simple curiosidad\nY a vosotros, progres???']",UC0fmfVhG7R2rF4DzYBl7d7Q,0.9594976902008056,ideología política
798,['Que horror de entrevistadora..'],UCIIbwdXP3LIOHnx3l_ORXQg,0.9593934416770936,ideología política
4073,['No me parece que está ex venga a acabar con una relación que ya establecida.\nY que poca vergüenza tiene es mujer.'],UCCKoH1f6fXn6tm4YJ09DZnA,0.9593784809112548,machismo
1743,['A esta no la tocan ni con su consentimiento. Incogible!'],UCLyzrgmLRZ-ItjbWsFXO7nw,0.9592145085334778,machismo
4683,['Lleva treinta años separada y no olvida ha antonio que hable de su marido ahora esta esta enamorada y no quiere que sea feliz es una mujer dañina no se entera que tiene dos hijos que no la vea nadie'],UC3CgRfNqioTykIY925jvTnw,0.9590693116188048,machismo
4392,"['Es una pesada  esta chica, no se quien se cree, lo que tengo claro es que no voy a ver ese programa, por ella y por las otras dos, que son tal para cual. Y no quiero ser mala, pero ojalá que no tenga audiencia y la TV española no se quien la dirije, pero no debe ser muy list@.']",UCILhSBv5_K4lLL7anIcCFYg,0.958946406841278,machismo
4429,"['Últimamente nos estamos llenando de los caravaneros centroamericanos y sudamericanos , ahí están los venezolanos y haitianos están llenos en Mexico y de ahí siguen los ecuatorianos y ARJENTINOS , los que según odian a Mexico pero siguen llegando 😂😂😂']",UCGWEyO-dufKEw__mNmz64wA,0.9589076042175292,racismo
3700,"['la ignorancia de esa seudo diputada feminista quedo en ridiculo, demostro con esas risitas , y caras que hacia lo mediocre que es!!  todo se lo rebatio en su cara y se lo explico mas de una vez!! de brutalidad no se va a morir, que verguenza esa mujer!\n ella volteaba too loq que laje decia!']",UCCjVIhiAOHokGvng3fw9rCg,0.9588889479637146,machismo
4232,"['Sí sí, un ultraconservador francés amigo de España. Jajajaja. Que hable de su país. Vivo en Francia y dicen que África empieza en los Pirineos. Ilusos algunos españolitos']",UCh19xLFJNMitXyBalMcd4OA,0.9587405920028688,ideología política
787,['Periodista Feminista Radical'],UC91mjQnlYzZ_Q4_0qTiItLQ,0.958378791809082,machismo
4050,['Que edsajerada esa mujer q tiene q le toque sólo que tal ves ese hombre seenamorod e Ya sólo quería tocarla par hablar educadmnte pero esa mujer está loka ella es la loka esehonre pareses ser un buen hombre así lo quería absrpei aveces los hombre son todos Solo valientes al ser rechazado pero q Mas ay mor d mierda el el mundo en todas la ciudades no estar moelntndo clases de mujeres así lokass'],UCgOjaupneGu3t_em1pGCaOg,0.9583179950714112,machismo
948,['ESA CHICA  ESTA MAL MAQUILLADA PARA  EL EFECTO ESPECIAL DE GOLPES  NI SIQUIERA TIENE EL OJO MAS ROJO QUE EL OTRO'],UCQJrGMHpbMFC8Z78XpC-P3Q,0.957219898700714,machismo
4388,['Los mexicana no queremos empresas extranjeras corruptas.'],UCQmXR8Td6KvfmSbUNU0dpJQ,0.9569233059883118,racismo
2311,['Las  talibána  son ninja  con todas  las  cara tapadas'],UCmf1-SOB7vZ7LaANniP4IUA,0.956680953502655,machismo
1997,['Menuda bruta 😂'],UCZwKkZondEIfY60cfuBTfRA,0.9557014107704164,machismo
4595,"['Hay muchas acciones que  he rechazado de Pedro Sánchez , como  dejar que  la OTAN  instale otra bases en España,  en vez de sacarnos de la OTAN,  y no pensar que al poyar a EEUU,  los españoles nos estamos tirando un tiro en el pie, nuestra  economía ha perdiendo  muchos millones por apoyar  las sanciones a Rusia,  millones que se vendia a Rusia,  y a cambio  estamos  pagando el gas al dobles de caro para enriquecen a los americanos,  y  apoyar la guerra de ucrania, que  no empezo con la invasión  de Rusia,  no, empezo en 2014 , por un golpe de estado financiado por EEUU y durnte 8 años de masacre  cradas por los nazis de ZELENSKI y  su batallon azov,  8 años que los medios estaban mudos y no les importaba las muetes de los  ucranianos hasta que EEUU  pusos los misiles en la puerta de Rusia,  y provocó la incasion, entonces ya a todas oras las noticias nos han toturado  a cada minuto con Ucrania y creando una rusofovia   propaganda asquerosa. y en vez crear paz, han estado financiando a un comediante que en vez de gastar el\n dinero que se le ha entregado...en los ucranianos  ""presuntante"" se lo ha gastado en  yates, chalest, y su mujer en oro de cartier🤮🤮 muchas cosas más .  Pero en éste  caso,  aplaudo a Sanchez, porque  no le ha dicho a Netanyahu mas que lo que  tenia que  decirle, este sionista genocida ""satanyahu"" le estan llamando  ya y con razon, es criminal lo que  esta haciendo en palestina   es el Herodes del 2023.\nAsi qué  no esperes que no aplauda lo qué  ha dicho al hipocrta Netanyahu.']",UCIXfDzqwY-Cu84nOzdtpzQw,0.9548813700675964,ideología política
3819,['haber haber....\nosea toda pobre... indocumentada \npero tiene  un celular... de calidad fotográfica para grabar y no pagar el alquiler'],UCrjFaUsGDmVss_OpeZejhqw,0.9543312788009644,racismo
