,video_id,author,comment,vectores_tfidf,comment_stem,sentiment,hateful,targeted,aggressive
190,BBOnU52CuI4,UC_r8H1-cbPebkYdPtUmcaxA,"Sólo he tenido problemas, ya estoy harto de esta mie*da. Nada, absolutamente nada me sale. Mi asesor principal está en otro país porque abandonó la academia, todas las reuniones son por zoom. Llevo dos años y medio y no tengo nada que publicar, al año tengo como 100 pesadillas. Trabajo en un laboratorio vacío,  siempre ha sido así desde que comencé. Todo lo anterior me ha provocado una pésima autoestima, me he alejado de mi familia porque estoy de mal humor y no quiero ser grosero con ellos. Ya no disfruto nada, todo me da igual, ya no practico mis pasatiempos por la tristeza de no obtener resultados. Me siento un incompetente, me siento como basura humana. Estoy extremadamente desanimado, pareciera que el Doctorado ha despertado la peor versión de mí. A veces, quisiera renunciar e irme a trabajar a un trabajo físicamente exigente, por lo menos, al final de mi jornada laboral,  seguramente habré avanzado un poquito: ""hoy, como mesero, atendí 10 mesas"", ""hoy, como trabajador agrícola, levanté las mazorcas de maiz de 4 zurcos"", ""hoy, como lavaplatos, lavé 5 recipientes grandes de trastes sucios"", ""hoy, como peón de mano, cargué 1000 ladrillos y ayudé a poner la mezcla de cemento en un techo"", todo lo anterior sería más satisfactorio que mi doctorado, donde llevo meses haciendo los mismos experimentos y no avanzo nada.Ya no tengo sentimientos de alegria ni de tristeza, ya no siento que sea una persona, soy ""algo"" que come, duerme y defeca, no tengo deseos y si me corrieran del programa de posgrado, pues me daría igual. Esta vida que llevo es un completo asco. Me odio a mí mismo.",[0. 0. 0. ... 0. 0. 0.],problema harto absolutament sale asesor princip abandon academia toda reunion zoom llevo medio publicar pesadilla trabajo laboratorio siempr sido comenc anterior provocado sima autoestima alejado familia humor quiero grosero disfruto igual practico pasatiempo tristeza obten resultado siento incompetent siento basura humana extremadament desanimado pareciera doctorado despertado peor versi vece quisiera renunciar irm trabajar trabajo sicament exigent meno final jornada labor segurament habr avanzado poquito mesero atend mesa trabajador cola levant mazorca maiz zurco lavaplato recipient grand trast sucio mano cargu ladrillo ayud poner mezcla cemento techo anterior satisfactorio doctorado llevo mese haciendo mismo experimento avanzo sentimiento alegria tristeza siento persona come duerm defeca deseo corrieran programa posgrado pue igual vida llevo completo asco odio mismo,-1,0.05295731499791145,0.011273161508142948,0.036955393850803375
195,BBOnU52CuI4,UCXC8Q6o8iRXm3XoxQhi8FAQ,"Yo insisto en que El problema tanto de Las maestrias como de Los doctorados, es UN problema estructural-metodológico",[0. 0. 0. ... 0. 0. 0.],insisto problema maestria doctorado problema estructur metodol gico,-1,0.02832885831594467,0.008776092901825905,0.015561241656541824
210,lNiIrJAtJCw,UC1C_ZM1ya97Z1-zLkX3PPfA,Te equivocas muchisimo con respecto a la educacion religiosa,[0. 0. 0. ... 0. 0. 0.],equivoca muchisimo respecto educacion religiosa,-1,0.02786893956363201,0.013709153980016708,0.014463972300291061
229,i8ZMjvnIUjo,UCW0QOA0S8wbTxMBOnDkfJlA,yo solo estudie para darme cuenta que todo esta de la mierda.,[0. 0. 0. ... 0. 0. 0.],solo estudi darm cuenta mierda,-1,0.019714750349521637,0.013808708637952805,0.016552159562706947
231,i8ZMjvnIUjo,UCLCAiQVFpX6PELr1UkjHQqw,"El proble de regresar la educación a los estados es la corrupción de los gobernadores locales que usan de caja chica el presupuesto educativo. Y no dotan a las escuelas de materiales de calidad,etc.etc.",[0. 0. 0. ... 0. 0. 0.],probl regresar educaci corrupci gobernador local usan caja chica presupuesto educativo dotan escuela material calidad,-1,0.021969519555568695,0.007780123967677355,0.01695127598941326
235,i8ZMjvnIUjo,UC2PSTghVZgQ_f5i6UlAigcw,Espero quedé claro los malos gobiernos nos trajeron a este rezago educativo,[0. 0. 0. ... 0. 0. 0.],espero qu claro malo gobierno trajeron rezago educativo,-1,0.013613687828183174,0.006232792045921087,0.010201578959822655
236,i8ZMjvnIUjo,UCXQ-wxHDsRzZATGue2GdAYA,"Que basura de entrevista!! Por un lado según el invitado dice que primero se necesita ""un buen gobierno"" y pone de ejemplo a Singapur dónde uno de sus principales ejes fue terminar con la corrupción y aquí en México la misma lucha en contra del mismo mal estas personas la denostan, dejando a esta reforma educativa en una reforma política....😝",[0. 0. 0. ... 0. 0. 0.],basura entrevista lado invitado dice primero necesita buen gobierno pone ejemplo singapur principal eje terminar corrupci xico misma lucha mismo persona denostan dejando reforma educativa reforma tica,-1,0.0392947718501091,0.008007113821804523,0.019352920353412628
237,i8ZMjvnIUjo,UCLuLHqFcxwaPaQjUmnkCTxw,"Muy simple, la corrupción y mantenimiento de medios de comunicación, bancos y políticos limitaron a lo largo de la historia un verdadero desarrollo educativo. Ejemplo: FOBAPROA = 50 UNAM  mantenidas por 20 años, con ese dinero, cuantos investigadores e institutos de investigación se pudieron hacer. Lo que hicieron fue más millonarios y empresarios corruptos. Esa es la verdadera diferencias, millonadas a medios y opinólogos  que pueden canalizarse a la infraestructura educativa. Eso es la corrupción, dar mas a los que tienen más y empobrecer más a los pobres.",[0. 0. 0. ... 0. 0. 0.],simpl corrupci mantenimiento medio comunicaci banco tico limitaron largo historia verdadero desarrollo educativo ejemplo fobaproa unam mantenida dinero cuanto investigador instituto investigaci pudieron hacer hicieron millonario empresario corrupto verdadera diferencia millonada medio opin logo pueden canalizars infraestructura educativa corrupci empobrec pobr,-1,0.10860364139080048,0.010372883640229702,0.06011991575360298
249,ghN0Jeca1pE,UC-gBd8fPm3HNdEpWuCWsI8A,"España presenta el nivel educativo más anómalo de Europa; trasladado a medicina seria como tener cancer, hay una anomalía.",[0. 0. 0. ... 0. 0. 0.],espa presenta nivel educativo malo europa trasladado medicina seria tener cancer anom,-1,0.18641142547130585,0.012097752653062344,0.05528765916824341
250,ghN0Jeca1pE,UC1uA6J0hyKnCrvR7g9n61Sg,"Lo de siempre, un lavado de cara, el profesor/a sigue siendo el centro de atención, venga a mandar cosas y a gamificar. Miradles las caras a la chavalada, por favor, se nota que siguen obedeciendo a ""la autoridad"".",[0. 0. 0. ... 0. 0. 0.],siempr lavado cara profesor sigu siendo centro atenc venga mandar cosa gamificar miradl cara chavalada favor nota siguen obedeciendo autoridad,-1,0.05208028852939606,0.010728885419666767,0.032739486545324326
269,XSLEuXR-lOQ,UCm55CeV_gFilwwujf1TTO2w,Yo siempre pense que pa see diputado habia que tener no algo de inteligencia pero viendo este gallinernya nonse quebpensar 😂😂😂,[0. 0. 0. ... 0. 0. 0.],siempr pens diputado habia tener inteligencia viendo gallinernya nons quebpensar,-1,0.024248255416750908,0.008989820256829262,0.0171819981187582
274,XSLEuXR-lOQ,UCYByVgtbh7K--TjdHR5OkcA,"El mejo, gobiernos el que deja libre a su pueblo, ❤❤


5:22",[0. 0. 0. ... 0. 0. 0.],mejo gobierno deja libr pueblo,-1,0.061051107943058014,0.01963871531188488,0.03207983076572418
275,XSLEuXR-lOQ,UC5mOcIsOhiZyDTPpzGlWcLw,Parecen alumnos de prescolar.  Que vergüenza 😢,[0. 0. 0. ... 0. 0. 0.],parecen alumno prescolar verg enza,-1,0.045093242079019547,0.012301070615649223,0.030631456524133682
276,XSLEuXR-lOQ,UCk2rr2JHtumToArMVG_i89Q,"Llora un poquito,que te vas entrenando,vas a llorar mas😢😂.",[0. 0. 0. ... 0. 0. 0.],llora poquito entrenando llorar,-1,0.03586071729660034,0.024599554017186165,0.026858005672693253
277,XSLEuXR-lOQ,UC9032Lhgvi3S68bxWk6y__g,"La música de fondo es muy molesta  , invita a no seguir viendo el video.",[0. 0. 0. ... 0. 0. 0.],sica fondo molesta invita seguir viendo video,-1,0.034416504204273224,0.011620034463703632,0.019289394840598106
279,XSLEuXR-lOQ,UCZ1yprp9JV3SF09pzoidYxQ,"Esos comunistas es la perdición de España son amigos de todos los dictadores , saquen a ese hombre no representa la libertad de España viva box",[0. 0. 0. ... 0. 0. 0.],comunista perdici espa amigo dictador saquen hombr representa libertad espa viva,-1,0.21616941690444946,0.05299928039312363,0.16326676309108734
281,XSLEuXR-lOQ,UCc1kc9B_VxMKR50jy_suMrQ,PURA DICTADURA LO QUE ESTA PASANDO EL PARLAMIENTO ES EL TEMPLO DE LA LIBERTAD DE EXPRESION,[0. 0. 0. ... 0. 0. 0.],pura dictadura pasando parlamiento templo libertad expres,-1,0.14106501638889313,0.006916053127497435,0.036195360124111176
284,XSLEuXR-lOQ,UCzxdMpjY8ewmRdN6FeVs6_g,Mis contribuciones impositivas siguen pagando a personas que ocupan cargos para espetarse insultos en vez de generar soluciones prácticas. Como empleado yo cobro un sueldo para producir. No estoy de acuerdo con la complacencia con la que se están normalizando éstos comportamientos. Si estás personas tienen ganas de intercambiarse insultos que no utilicen sus horas de producción y servicio a la comunidad que paga sus sueldos para eso. Que lo hagan fuera del trabajo si es lo que necesitan.,[0. 0. 0. ... 0. 0. 0.],contribucion impositiva siguen pagando persona ocupan cargo espetars insulto generar solucion ctica empleado cobro sueldo producir acuerdo complacencia normalizando sto comportamiento persona gana intercambiars insulto utilicen hora producci servicio comunidad paga sueldo hagan trabajo necesitan,-1,0.12674841284751892,0.007309130858629942,0.05192003399133682
286,XSLEuXR-lOQ,UCStrq1xJFt56arwwItjdMrQ,"Para eso están los políticos ?para hacer circos mediáticos de insultos entre sí como si fueran críos? Se supone que están para solucionar problemas gordos y no para hacer circo, y yo me pregunto, donde están las soluciones a esos problemas gordos?",[0. 0. 0. ... 0. 0. 0.],tico hacer circo medi tico insulto supon solucionar problema gordo hacer circo pregunto solucion problema gordo,-1,0.0451027937233448,0.011990820989012718,0.02268400974571705
296,g6zBmBUOMhY,UCvCVsJP8Hex7zOJjPSQTQIA,"Es cierto que el conocimiento exclusivamente teórico de absorción de ideas es desmotivador y aburridísimo, y el aprendizaje podría ser mucho más interesante y vivido con pasión. Pero por otro lado... ¡cuantas matemáticas se necesitan para hacer volar un avión!",[0. 0. 0. ... 0. 0. 0.],cierto conocimiento exclusivament rico absorci idea desmotivador aburrid simo aprendizaj podr interesant vivido pasi lado cuanta matem tica necesitan hacer volar,-1,0.026386726647615433,0.007153937127441168,0.01938621513545513
297,g6zBmBUOMhY,UCFqHQinJXtssLIZKf5Ic3KQ,Es verdad nos convierten en zombie el privar a las personas de hacer lo que deseen  impide su desarrollo,[0. 0. 0. ... 0. 0. 0.],verdad convierten zombi privar persona hacer deseen impid desarrollo,-1,0.03793506696820259,0.011503631249070168,0.022821364924311638
298,g6zBmBUOMhY,UC40aNtMEJtSQYHWBQnwu6XA,"No entiendo que trata de expresar? La escuela es mala o qué es que jamas tuvo la habilidad de ""adaptación""?",[0. 0. 0. ... 0. 0. 0.],entiendo trata expresar escuela mala jama habilidad adaptaci,-1,0.04551740363240242,0.011977073736488819,0.021479573100805283
299,g6zBmBUOMhY,UCXwl8IYgw9xuthhiFwNnyeQ,schools will disappear in the future,[0. 0. 0. ... 0. 0. 0.],school will disappear futur,-1,0.09463967382907867,0.024306029081344604,0.05894505977630615
304,g6zBmBUOMhY,UCXI1uLjhKgVeYqqu3Ase_lg,"sentí lo mismo, odiaba ir a la escuela, o mejor que me dejó son mis amigas",[0. 0. 0. ... 0. 0. 0.],sent mismo odiaba escuela mejor amiga,-1,0.11348812282085419,0.0893702581524849,0.061541855335235596
309,g6zBmBUOMhY,UCIoAr6pPC7OWCxFFXPNxt-g,"y lo peor es que es un ciclo obrero muy enfermizo, se trata de crear obreros de dinero, para que las empresas ganen dinero, es muy injusto como es que nos trata este sistema, somos el mundo en la que es gobernado por máquinas que solo poseen información, y no sienten lo que los seres biológicos sentimos, una total perdedera de tiempo la verdad :'(",[0. 0. 0. ... 0. 0. 0.],peor ciclo obrero enfermizo trata crear obrero dinero empresa ganen dinero injusto trata sistema mundo gobernado quina solo poseen informaci sienten sere biol gico sentimo total perdedera tiempo verdad,-1,0.06951422989368439,0.004568582866340876,0.030953140929341316
310,g6zBmBUOMhY,UCS8leDFq5uroHssxvS40PoQ,"TODO ES TERAPEADO Y MEMORIZADO  POR QUE EL AVIÓN QUE QUIERE NO LO TIENE  YA QUE NO LE GUSTA LA FORMA SOLO SABEN CRITICAR  PERO NUNCA BUSCAR LA SOLUCION  COMO HACER DIFERENTE UNA CLASE O DE MUESTRA POR ALGUNA RAZÓN CAISTE EN LO MISMO CON LA TERAPIA QUE ES LO QUE HACE EN ESA EXPLANADA, CUANTOS PROFESIONISTAS  SE LOGRARON CON TU LLAMADA ZOMBI  HAY CENTRARSE EN LA REALIDAD",[0. 0. 0. ... 0. 0. 0.],terapeado memorizado quier gusta forma solo saben criticar nunca buscar solucion hacer diferent clase muestra alguna caist mismo terapia hace explanada cuanto profesionista lograron llamada zombi centrars realidad,-1,0.03545317426323891,0.009905697777867317,0.025096263736486435
324,HOY0CSVAA4w,UCuEpjGMvXCuE3M5HLGE4Yhw,"Excelente  tema, considero que en algunas ocasiones nos dejamos llevar por opiniones de personas equivocadas y caemos en xenofobia o aporofobia por desconocimiento del verdadero problema que nos afecta.",[0. 0. 0. ... 0. 0. 0.],excelent tema considero ocasion dejamo llevar opinion persona equivocada caemo xenofobia aporofobia desconocimiento verdadero problema afecta,-1,0.0343133844435215,0.005430251359939575,0.014258256182074547
326,HOY0CSVAA4w,UCbu271uSoecYLa4CD-2rNaA,"Adela forma parte del ínfimo grupo de filosófos contemporáneos que me puedo tomar en serio. Sinceramente, la definición de una ""ética de mínimos"" construida conjuntamente no es algo que cualquier pseudopensador de hogaño podría haber pensado. Ni qué decir tiene haber acuñado el término ""aporofobia"", algo que puede parecer ridículamente obvio, pero que aun a día de hoy nadie había conseguido diferenciar de la xenofobia.
Para mí, ya digo, una mujer que roza la excelencia como persona y como pensadora.",[0. 0. 0. ... 0. 0. 0.],adela forma part nfimo grupo filo contempor neo puedo tomar serio sincerament definici tica nimo construida conjuntament cualquier pseudopensador hoga podr haber pensado decir haber rmino aporofobia pued parec culament obvio nadi conseguido diferenciar xenofobia digo mujer roza excelencia persona pensadora,-1,0.265204519033432,0.01399972289800644,0.06937465816736221
