,Unnamed: 0,video_id,author,comment,vectores_tfidf,comment_stem,sentiment,c_hateful,targeted,aggresive
10,28,4i2m9Z47ETc,UCGk3hqk34C0e-_goHYbRtmw,"Monarquía y política son lo mismo en españistan, ambos cobran sin hacer nada 😛",[0. 0. 0. ... 0. 0. 0.],monarqu tica mismo espa istan ambo cobran hacer,-1.0,0.1675380915403366,0.020243309438228607,0.07777894288301468
11,30,4i2m9Z47ETc,UCbVzrHmrA8mOMLEuo_ZMpJg,"Que nadie engaña la Inés, se va a tal barrio y justo pregunta a gente que vota a Podemos y se ve de lejos.
Preguntales por el ejército y te dirán más infatiladas.",[0. 0. 0. ... 0. 0. 0.],nadi enga barrio justo pregunta gent vota podemo lejo preguntal rcito infatilada,-1.0,0.07206182181835175,0.01157472189515829,0.039232805371284485
12,31,4i2m9Z47ETc,UC_yS1jebWCyMxLJK3o5Umwg,"El precio de la luz y el carburante por las nubes y éstos preocupados por la monarquía...

¿No os dais cuenta? ¡Se mean en vuestra cara y os dicen que llueve!",[0. 0. 0. ... 0. 0. 0.],precio carburant nube sto preocupado monarqu dai cuenta mean cara dicen lluev,-1.0,0.04702131450176239,0.012586371041834354,0.03510720655322075
13,32,4i2m9Z47ETc,UCoZU_4gowDRFT6RyXiTHJnQ,"La payasa esa ""influencer"" o ""periodista"" o cualquiera que sea el título con el que trabaja y que creo que trabaja en la pública da auténtica PENA. Generación más formada.",[0. 0. 0. ... 0. 0. 0.],payasa influenc periodista cualquiera tulo trabaja creo trabaja blica ntica pena generaci formada,-1.0,0.6720566153526306,0.6231051683425903,0.47665783762931824
14,34,4i2m9Z47ETc,UCTpkc3UF0sEJJ7WZGj1vVcQ,Anda que si tienen que votar éstos monarquía o república...,[0. 0. 0. ... 0. 0. 0.],anda votar sto monarqu blica,-1.0,0.08235511183738708,0.05340120941400528,0.0901293158531189
15,35,4i2m9Z47ETc,UCdyRzdlEw93UL9iSd9xQ2sQ,Ahora mismo el menor problema que tienen España es la monarquía florero que han montado. A los Borbones ya les tocará el turno de rendir cuentas...,[0. 0. 0. ... 0. 0. 0.],ahora mismo menor problema espa monarqu florero montado borbon tocar turno rendir cuenta,-1.0,0.021532097831368446,0.01431739516556263,0.020566174760460854
16,36,4i2m9Z47ETc,UC8bculjskBm_oBu-kJxItPw,"Nadie ha respondido ni una función en el video, todos repiten la misma frase si te das cuenta, ""no hace nada"".",[0. 0. 0. ... 0. 0. 0.],nadi respondido funci video repiten misma frase cuenta hace,-1.0,0.02141980268061161,0.009676625020802021,0.014078670181334019
17,37,4i2m9Z47ETc,UC8bculjskBm_oBu-kJxItPw,"Cuando la ciudadanía responde referendum no me parece mala idea pero acaso las nuevas generaciones no están adoctrinadas respecto a donde posicionarse en la monarquía, dime solo una persona 10 a 35 años que sepa enumerar algunas funciones del rey que aparezcan en la CE, ya te digo que ni el 10% sabría la respuesta, antes de intentar cambiar algo hay que informarse tanto si te gusta como si no.",[0. 0. 0. ... 0. 0. 0.],ciudadan respond referendum parec mala idea acaso nueva generacion adoctrinada respecto posicionars monarqu dime solo persona sepa enumerar funcion aparezcan digo sabr respuesta intentar cambiar informars gusta,-1.0,0.039761774241924286,0.006200504954904318,0.02020696923136711
18,39,4i2m9Z47ETc,UCEJgdMh_rQNtMLrELZW1vhw,Nunca podremos votar xd,[0. 0. 0. ... 0. 0. 0.],nunca podremo votar,-1.0,0.057588815689086914,0.016574623063206673,0.03332069143652916
19,40,KzSlyGHjTX8,UCEoc2Zz6eGFdN6tzaGs6Q9w,XD básicamente Roma quiere un sistema como el de México... como mexicano les digo que mejor vuelvan a una monarquía como la que tenían antes del 78 y que sigo sin entender por qué el rey Juan Carlos la tiró a la basura.,[0. 0. 0. ... 0. 0. 0.],sicament roma quier sistema xico mexicano digo mejor vuelvan monarqu sigo entend juan carlo basura,-1.0,0.17726054787635803,0.008639843203127384,0.09226809442043304
20,41,KzSlyGHjTX8,UCwFj-zibwvSl9aCtXb4aqWQ,"La monarquia es una dictadura pintada de rosas 🌹 que por pura propaganda y costumbres centenarias a perdurado pero ya en pleno 2024 eso debería de estar extinguido, todos debemos tener los mismos derechos en el mundo no porque seas apellido tal ya estés destinado a gobernar",[0. 0. 0. ... 0. 0. 0.],monarquia dictadura pintada rosa pura propaganda costumbr centenaria perdurado pleno deber extinguido debemo tener mismo derecho mundo apellido destinado gobernar,-1.0,0.21135041117668152,0.009517103433609009,0.07370670139789581
21,42,KzSlyGHjTX8,UCiKRUZIZoCe6z06_pTs6Nmw,"A la vista está dados los acontecimientos de venidos los últimos días de que te equivocas. Presidentes patatas como el que tenemos que dice una cosa y a los tres días tras el vestido traiciona al país y perdonan. Los golpistas es acojonante. Y si ha pasado incluso con la monarquía, imagínate adonde se puede llegar sin ella. amén de que somos un país en el que sobran políticos ahorrillo. Se podría ahorrar mucho dinero si nos quitáramos a tantos mamones de en medio. Prefiero tener un rey y la mitad de los políticos con todos sus monasterios y las estupideces que no necesitamos. Que otros países no tienen, y funcionan a la perfección. gracias por el vídeo, pero no lo compro.",[0. 0. 0. ... 0. 0. 0.],vista dado acontecimiento venido ltimo equivoca president patata dice cosa tre tra vestido traiciona perdonan golpista acojonant pasado incluso monarqu imag nate adond pued llegar sobran tico ahorrillo podr ahorrar dinero quit ramo tanto mamon medio prefiero tener mitad tico monasterio estupidec necesitamo funcionan perfecci gracia compro,-1.0,0.16477906703948975,0.013027012348175049,0.07914628833532333
22,43,KzSlyGHjTX8,UCkbMApNloZIcPCbJLpqge0g,"No porque se vote a los políticos de una institución hace de esta más perfecta o más funcional, por el contrario; la haríamos más proclive a la Demagogia. Si mañana votamos a los Jueces de una alta Corte ¿Qué votamos? Un criterio político por encima de principios constitucionales. La Oclocracia es tan peligrosa o incluso más peligrosa que la Oligarquía, de una clase dirigente incapaz se puede prescindir y deshacer rápido; pero la ignorancia de un pueblo es un mal que toma mucho tiempo curar. 

Att: Un Venezolano.",[0. 0. 0. ... 0. 0. 0.],vote tico instituci hace perfecta funcion contrario amo procliv demagogia votamo juec alta cort votamo criterio tico encima principio constitucional oclocracia peligrosa incluso peligrosa oligarqu clase dirigent incapaz pued prescindir deshac pido ignorancia pueblo toma tiempo curar venezolano,-1.0,0.21731393039226532,0.011492163874208927,0.10109852254390717
23,46,KzSlyGHjTX8,UCwBGW8dNpuk5uJTm5I8_QTw,"La monarquía es lo mismo que el socialismo porque el rey es por herencia , solo que la monarquía se escucha más romántico qué decir socialismo",[0. 0. 0. ... 0. 0. 0.],monarqu mismo socialismo herencia solo monarqu escucha ntico decir socialismo,-1.0,0.12319003790616989,0.010194859467446804,0.04577004536986351
24,51,KzSlyGHjTX8,UC6_VgCOLeeiU1oZy30LJOJg,"El rey no defiende a España. Deben eliminarse las autonomías, la monarquía y eliminar tambien a los partidos de extrema izquierda, proterroristas y cesecionistas",[0. 0. 0. ... 0. 0. 0.],defiend espa deben eliminars autonom monarqu eliminar tambien partido extrema izquierda proterrorista cesecionista,-1.0,0.10045769065618515,0.0075648450292646885,0.06115967407822609
25,52,KzSlyGHjTX8,UCkVrfjYi99Gm7O5bdTs-dWg,"Tengo un problema con el tema del exterior, cuando un gobierno es ""joven"", las naciones suelen desconfiar, en cambio, en la monarquía no hace mucha falta, los países desconfían menos, por ejemplo, cuando Sánchez fué a pedir a EEUU unas cosas, se las denegaron, en cambio, luego fué Felipe, y se las concedieron, entiendo que hay varias cosas que deberían cambiar en el sistema monárquico, pero una monarquía nos viene mejor que una república para relaciones exteriores, o eso creo yo, porfavor, si hay alguien en desacuerdo conmigo, por favor, lo podemos debatir de manera calmada y sin hostilidades",[0. 0. 0. ... 0. 0. 0.],problema tema exterior gobierno joven nacion suelen desconfiar cambio monarqu hace mucha falta desconf meno ejemplo nchez pedir eeuu una cosa denegaron cambio luego felip concedieron entiendo varia cosa deber cambiar sistema rquico monarqu vien mejor blica relacion exterior creo porfavor alguien desacuerdo conmigo favor podemo debatir manera calmada hostilidad,-1.0,0.12439726293087006,0.00607919879257679,0.04684140160679817
26,53,KzSlyGHjTX8,UC12xU44H5P-Z46Z38eiHiFQ,"La Republica es 20 veces más cara
500 veces más corrupta
Tienen ideologias
Etcs x1000 xD",[0. 0. 0. ... 0. 0. 0.],republica vece cara vece corrupta ideologia etc,-1.0,0.23347985744476318,0.03436116501688957,0.11325960606336594
27,56,KzSlyGHjTX8,UC12xU44H5P-Z46Z38eiHiFQ,"No es por nada pero decir de quitar la monarquía porque nos cuesta dinero es de subnormales de gente muy cortita, el rey cobra 250.000 mil al año la reina la hija,los viajes bla bla bla juntas todo i sale por 4 céntimos al año a cada español, yo creo q por 4 céntimos al año merece la pena tener monarquía xd",[0. 0. 0. ... 0. 0. 0.],decir quitar monarqu cuesta dinero subnormal gent cortita cobra reina hija viaj junta sale ntimo cada espa creo ntimo merec pena tener monarqu,-1.0,0.15676026046276093,0.00642679026350379,0.06405995786190033
28,61,WGC0RtlEIUY,UC_fHAdvtwwQISwuzaVN0FBw,Entonces por qué se hizo una ley en defensa de la República? Eso es muy democrático claro. Y los logros que mencionas algunos los realizó la derecha so inculto.,[0. 0. 0. ... 0. 0. 0.],entonc hizo defensa blica democr tico claro logro menciona realiz derecha inculto,-1.0,0.05498691275715828,0.023262690752744675,0.03415650874376297
29,69,WGC0RtlEIUY,UCu8xJ0FgMaxXRUwggX3XDmw,"Los humanos somos todos iguales, por tanto, no puede haber kunas familias, endiosadas que parasitan al resto de los ciudadanos, así que  aun siendo imperfecta la republica, si que es más humana, y no endiosa a  los ciudadano. simplemente igualdad  en privilegios y deberes.",[0. 0. 0. ... 0. 0. 0.],humano igual pued haber kuna familia endiosada parasitan resto ciudadano siendo imperfecta republica humana endiosa ciudadano simplement igualdad privilegio deber,-1.0,0.33601731061935425,0.007205683272331953,0.10289664566516876
30,70,WGC0RtlEIUY,UCTTF0e8VvbhgGmdxo64Gurw,"Que bien la quema de combentos, persecucion religiosa, la revuelta de asturias y la violencia politica. España no es un pais de republicas. Nunca habra una republica que funcione en españa",[0. 0. 0. ... 0. 0. 0.],bien quema combento persecucion religiosa revuelta asturia violencia politica espa pai republica nunca habra republica funcion espa,-1.0,0.2089923769235611,0.00915949884802103,0.09259191900491714
31,73,WGC0RtlEIUY,UCGD5amzAcferMTz_540reVQ,monarquia porque al jefe de estado se le prepara desde pequeño a los politicos no,[0. 0. 0. ... 0. 0. 0.],monarquia jefe prepara pequ politico,-1.0,0.04405831918120384,0.013191214762628078,0.025456037372350693
32,74,WGC0RtlEIUY,UCnCc2hoKoiymztIzJ3rgSzA,La segunda República fue horrible a poco que leas un poco sobre ella,[0. 0. 0. ... 0. 0. 0.],segunda blica horribl lea,-1.0,0.10451661795377731,0.04867390915751457,0.08228074759244919
33,75,WGC0RtlEIUY,UC01CvkzTTdrkmLtCcmACvBw,"Ancianos que vivieron en dictadura: Necesitáis una república, por vuestro futuro.
Jóvenes de hoy en día: FRANCO FRANCO FRANCO FRANCO",[0. 0. 0. ... 0. 0. 0.],anciano vivieron dictadura necesit blica futuro vene franco franco franco franco,-1.0,0.05016068369150162,0.013248692266643047,0.04841730371117592
34,87,4mMkLK7khPY,UCApJd3w-i1TXXJewGlxeW9g,Ua debe de acabar esas cosas.,[0. 0. 0. ... 0. 0. 0.],debe acabar cosa,-1.0,0.03647739812731743,0.01812366023659706,0.025653431192040443
35,88,4mMkLK7khPY,UCvVYJUKL_0lzGxSAOz697DQ,"Ancianos Monarquía, que Jóvenes República.",[0. 0. 0. ... 0. 0. 0.],anciano monarqu vene blica,-1.0,0.36349502205848694,0.22403378784656525,0.4255165159702301
36,89,4mMkLK7khPY,UC7wmrcqQyasktlc4_ur-H6g,Lloro con el que dice que la Guerra Civil fue por culpa de la república.,[0. 0. 0. ... 0. 0. 0.],lloro dice guerra civil culpa blica,-1.0,0.020856181159615517,0.011644133366644382,0.015048982575535774
37,90,4mMkLK7khPY,UCm1UJlRFcKm1JAPjRIM2tSw,Los jóvenes quieren más república que algunos viejos,[0. 0. 0. ... 0. 0. 0.],vene quieren blica viejo,-1.0,0.059116583317518234,0.011794781312346458,0.03261832147836685
38,97,4mMkLK7khPY,UCUKy1P6brTHtuS5H8sYq9aQ,"Yo prefiero republica, q se vote el jefe de estado, no que sea hereditario, y este rey lo esta haciendo bien no me importaría votarlo",[0. 0. 0. ... 0. 0. 0.],prefiero republica vote jefe hereditario haciendo bien importar votarlo,-1.0,0.03732792288064957,0.01911652833223343,0.02821761928498745
39,98,4mMkLK7khPY,UCjKU_2ELBRUo0v7cwicFCSQ,Republica por dios la modelito q se compre sus vestido con su dinero fuera reina de pacotilla,[0. 0. 0. ... 0. 0. 0.],republica dio modelito compr vestido dinero reina pacotilla,-1.0,0.24299930036067963,0.05922822281718254,0.08311841636896133
40,101,S1-wpBi4uDM,UC6ehzYMmiQ3R1nRvyOp6Ffw,La monarquía deben caer,[0. 0. 0. ... 0. 0. 0.],monarqu deben caer,-1.0,0.22263827919960022,0.004940110724419355,0.10099601745605469
41,102,S1-wpBi4uDM,UC6_VgCOLeeiU1oZy30LJOJg,"La Monarquía española debe acabar. No hacen nada, Felipe 6 ni siquiera defiende a España frente a los que la quieren desmembrar",[0. 0. 0. ... 0. 0. 0.],monarqu espa debe acabar hacen felip siquiera defiend espa frent quieren desmembrar,-1.0,0.032068368047475815,0.011093268170952797,0.03315431997179985
42,104,S1-wpBi4uDM,UChQ6PULsGmzB-fzz-j8ilTA,"Querer una República en España es obsceno , asqueroso y anti Democrático .Es como haberle disparado a una persona dos veces distintas para ver si les hacía daño y después de que casi mueren de hemorragia en ambos casos , querer meterles un tercer tiro diciendo ""Este seguro lo deja en buena forma"" .Los Españoles dos veces se sumieron en falsas Repúblicas y dos veces pidieron el retorno de los Monarcas legítimos .Querer ""República"" es querer cagarse en la voluntad popular y querer matar a España (Que ya las Repúblicas mucha sangre derramaron) .España ha tenido Reyes desde al menos 1200 años y estos la han visto convertirse en el Imperio más grande de la historia .Son el símbolo de la Unidad Cultural y Nacional de una Patria ancestral y grande .

Desde Argentina , una nación que tristemente dejó de ser gobernada por los Reyes de España , grito yo: VIVA EL REY DON FELIPE VI .",[0. 0. 0. ... 0. 0. 0.],querer blica espa obsceno asqueroso anti democr tico haberl disparado persona vece distinta despu casi mueren hemorragia ambo caso querer meterl tercer tiro diciendo seguro deja buena forma espa ole vece sumieron falsa blica vece pidieron retorno monarca timo querer blica querer cagars voluntad popular querer matar espa blica mucha sangr derramaron espa rey meno visto convertirs imperio grand historia mbolo unidad cultur nacion patria ancestr grand argentina naci tristement gobernada rey espa grito viva felip,-1.0,0.345022052526474,0.020116683095693588,0.2347187101840973
43,105,S1-wpBi4uDM,UCaliid0ZYV1-6lmpMjypXpQ,Valen verga de la mano todos los españoles,[0. 0. 0. ... 0. 0. 0.],valen verga mano espa ole,-1.0,0.20477859675884247,0.013736951164901257,0.11517496407032013
44,108,S1-wpBi4uDM,UCJ_cv92011ij0MxXSdSqMhQ,Abajo la monarquía,[0. 0. 0. ... 0. 0. 0.],abajo monarqu,-1.0,0.19775281846523285,0.020073171705007553,0.09266307950019836
45,109,S1-wpBi4uDM,UCJQMQlkO13vDEIBAzy1oG8g,"Para que este liderada por estos analfabetos y catetos, mejor seguir en una monarquia parlamentaria que no ha sido obstaculo para que España haya podido convertirse en una de las naciones mas democraticas del mundo en apenas 30 años, y mira que lo dife un republicano pero leal a la bandera rojigualda que es la legitima que lleva siendo oficial desde 1785",[0. 0. 0. ... 0. 0. 0.],liderada analfabeto cateto mejor seguir monarquia parlamentaria sido obstaculo espa podido convertirs nacion democratica mundo apena mira dife republicano leal bandera rojigualda legitima lleva siendo ofici,-1.0,0.11421659588813782,0.03840308636426926,0.07807981222867966
46,110,S1-wpBi4uDM,UCGOC7bmVnx8FsJRdTLOIKAQ,España es una dictadura monárquico-fascista. FUERA NAZIS. *ACCIÓN ANTIFASCISTA* ⚫⚫☆❤❤,[0. 0. 0. ... 0. 0. 0.],espa dictadura rquico fascista nazi acci antifascista,-1.0,0.5172483921051025,0.11706122010946274,0.5006526112556458
47,111,S1-wpBi4uDM,UC26aXa2nDLn4XRNmHheek2w,Muerte a los Borbones,[0. 0. 0. ... 0. 0. 0.],muert borbon,-1.0,0.0216063242405653,0.02025740034878254,0.024642325937747955
48,112,S1-wpBi4uDM,UCvIyryVCWi3VjXuJAsr8WBA,_Yo pienso que no debería existir República en un pueblo ignorante_,[0. 0. 0. ... 0. 0. 0.],pienso deber existir blica pueblo ignorant,-1.0,0.03197137638926506,0.014096141792833805,0.04253500699996948
49,123,nznqqPKN3gM,UC2qURi4h5kcnnyrWmBE624w,Es verdad que un presidente (y mas los cutres de ahora)nunca va a mirar ni a medio plazo. Un rey puede ser que si,[0. 0. 0. ... 0. 0. 0.],verdad president cutr ahora nunca mirar medio plazo pued,-1.0,0.013332722708582878,0.008644336834549904,0.011486439034342766
50,124,nznqqPKN3gM,UCZS0ncHGeZ1aVDACFDn5uqA,Debería Goorgo dejar hablar más s los invitados y respetarlos cuando hablan porque es muy pesado todo el rato interviniendo. Hazle la pregunta que quieres cuando acabe pero no le interrumpas.,[0. 0. 0. ... 0. 0. 0.],deber goorgo dejar hablar invitado respetarlo hablan pesado rato interviniendo hazl pregunta quier acab interrumpa,-1.0,0.017601652070879936,0.008915259502828121,0.015384001657366753
51,126,nznqqPKN3gM,UCw1mwBWPIlV9c0UArKVJ4IQ,yo llevo años pensando asi.. .. . . porque mierda no se hace un referendum para ver si queremos tener reyes o no ? en el 2022.. . .. y + de la mitad de españa no quiere tener rey....,[0. 0. 0. ... 0. 0. 0.],llevo pensando mierda hace referendum queremo tener rey mitad espa quier tener,-1.0,0.08610908687114716,0.006605003494769335,0.02989346720278263
52,127,nznqqPKN3gM,UC176LNYFnRjzr86rPoxwScQ,Que arrogante bua que fantasma,[0. 0. 0. ... 0. 0. 0.],arrogant fantasma,-1.0,0.1923752874135971,0.18601423501968384,0.2021711766719818
53,129,nznqqPKN3gM,UCjO5dHa_iJoSUX6EYyivDQA,Vaya cara hogaza q tiene este personaje,[0. 0. 0. ... 0. 0. 0.],vaya cara hogaza personaj,-1.0,0.029677974060177803,0.017464473843574524,0.019504984840750694
54,134,nznqqPKN3gM,UCVgdLCpR0flCsM_HcxYgvZQ,Pensaba q el gorgoo era un tontin y habla bn el payo,[0. 0. 0. ... 0. 0. 0.],pensaba gorgoo tontin habla payo,-1.0,0.06454095989465714,0.07175778597593307,0.04291614890098572
55,135,nznqqPKN3gM,UC-g5LjFLKPRP8lOnO0cIzMQ,vaya cara de viejoven tiene el de la camisa negra que mal royo parece mi abuelo,[0. 0. 0. ... 0. 0. 0.],vaya cara viejoven camisa negra royo parec abuelo,-1.0,0.060708433389663696,0.029533294960856438,0.026554709300398827
56,136,nznqqPKN3gM,UCFyqI_26vCAbiczHPiMwd1w,que opina sobre las chavalas de 16?,[0. 0. 0. ... 0. 0. 0.],opina chavala,-1.0,0.8690913319587708,0.8638030290603638,0.7142386436462402
57,137,nznqqPKN3gM,UCZoLq1w9Eue9EHJBjigrZOw,El goorgo me parece un poco... Nose ¿pesadito?,[0. 0. 0. ... 0. 0. 0.],goorgo parec nose pesadito,-1.0,0.010921560227870941,0.017198553308844566,0.010356894694268703
58,138,nznqqPKN3gM,UCtiXtO20B6aMHC58uPdm0IA,con la d jugo q le podrian haber sacado y solo hicieron q cortarle hahaha,[0. 0. 0. ... 0. 0. 0.],jugo podrian haber sacado solo hicieron cortarl hahaha,-1.0,0.028621451929211617,0.009541078470647335,0.016729887574911118
59,141,5vxqIPYVC8U,UC8PxQP4VUHoXu1TseT_JyZQ,Tanta pobreza que hay en españa deben de eliminarlas,[0. 0. 0. ... 0. 0. 0.],tanta pobreza espa deben eliminarla,-1.0,0.3859277069568634,0.019306231290102005,0.1019129753112793
60,143,5vxqIPYVC8U,UCyxnmLIkJp8xXIjNL6kGcHQ,No dejaste claro que papel juega el rey en España,[0. 0. 0. ... 0. 0. 0.],dejast claro papel juega espa,-1.0,0.01616925746202469,0.00987960398197174,0.009586330503225327
61,149,5vxqIPYVC8U,UC4sJP_rFc8g8tl1Gf0Dk69A,"Cómo dicen redes sociales en pleno siglo XXI vivimos en una época moderna todavía la gente piensa en una edad antigua en duendes,reinitas,reicitos,princesitas,infantas ahora son épocas modernas",[0. 0. 0. ... 0. 0. 0.],dicen rede social pleno siglo vivimo poca moderna todav gent piensa edad antigua duend reinita reicito princesita infanta ahora poca moderna,-1.0,0.14611108601093292,0.01487541850656271,0.03559192270040512
62,151,5vxqIPYVC8U,UCIAD0zt1Z30nb51-3htpmZw,"<3 me ha encantado gracias  , yo personalmente digo no a la monarquía ni al abuso de poder",[0. 0. 0. ... 0. 0. 0.],encantado gracia personalment digo monarqu abuso poder,-1.0,0.0318620540201664,0.010375943966209888,0.025103170424699783
63,152,5vxqIPYVC8U,UCeabEm6vv2g5fBEX1VmHiVg,"Creo que es mas profundo, seguro y benéfico tener un rey. Mírate en el espejo de las repúblicas americanas. Todas ellas son mas permeables, mas manejables mas corrompibles desde intenciones foráneas, y te digo mas, son mucho mas caras. Pueblos con inagotables recursos son facilmente manipulados y sus políticos son facilmente corrompidos y extorsionados. Un rey aporta aplomo, seriedad, ofuscación, complejidad; sutilezas que (al igual que la religión) protejen, contienen, ponen límites y dificultades a la violación de la autodeterminación de una nación. Creo que se están tratando de romper la religión y la monarquía, con métodos directos e indirectos, subliminales y desfachatados, para que seamos mas fáciles de rendir.
Aclaro que soy una española peninsular radicada en Argentina. Vivo a las dos patrias como ""la mía"". Y Aunque no me guste como veo de acorralado a mi Rey, Estoy convencida que es mejor un mal rey que ningún rey",[0. 0. 0. ... 0. 0. 0.],creo profundo seguro fico tener rate espejo blica americana toda permeabl manej corromp intencion nea digo cara pueblo inagot recurso facilment manipulado tico facilment corrompido extorsionado aporta aplomo seriedad ofuscaci complejidad sutileza igual religi protejen contienen ponen mite dificultad violaci autodeterminaci naci creo tratando romper religi monarqu directo indirecto subliminal desfachatado cile rendir aclaro espa peninsular radicada argentina vivo patria aunqu gust acorralado convencida mejor ning,-1.0,0.691283643245697,0.02484544739127159,0.3546646535396576
64,157,5vxqIPYVC8U,UC2ojfUxGFgwU1dMr6Q5TTnw,Que bien se ataron los chorizos para desgracia del pueblo,[0. 0. 0. ... 0. 0. 0.],bien ataron chorizo desgracia pueblo,-1.0,0.295468807220459,0.024900557473301888,0.18033556640148163
65,158,5vxqIPYVC8U,UCJ-NAij0NwrUoX_rDdYpZIQ,"España prácticamente es una república, por lo menos desde hace 48 años. Desgraciadamente el rey no tiene poder alguno es sólo un personaje simbólico",[0. 0. 0. ... 0. 0. 0.],espa cticament blica meno hace desgraciadament poder alguno personaj simb lico,-1.0,0.026495683938264847,0.017017822712659836,0.021115493029356003
66,161,eYvG3W6j8sU,UCL5JLyS1sPR7sTnaf6fMFuA,"El útil a España eres tú, sarnoso. Debes sentarte ante el juez  por tu gran gestión en las residencias desde el 19 de marzo de 2020 que te hiciste cargo públicamente de las residencias",[0. 0. 0. ... 0. 0. 0.],espa sarnoso debe sentart juez gran gesti residencia marzo hicist cargo blicament residencia,-1.0,0.016542894765734673,0.01551172137260437,0.017968926578760147
