,Unnamed: 0,video_id,author,comment,comment_stem,vectores_tfidf,sentiment
10,10,T-smnnEAdM0,UCV2FlYRrK8tAE5OWy3EE1ew,"He sido un actor extraordinario haciendo creer que no sabía lo que me estaban haciendo…  flirteando con algunas me daba cuenta de algunas cosas.
Antes he dicho que descendía de rey pero debe ser de reina. No debe ser lo mismo nacer de rey que de reina, los consortes nunca quieren al rey.",sido actor extraordinario haciendo creer haciendo flirteando daba cuenta cosa dicho descend debe reina debe mismo nacer reina consort nunca quieren,[0. 0. 0. ... 0. 0. 0.],0.0
11,11,T-smnnEAdM0,UCCLHpMGRmpvMqMpDLWN9qjw,Pero que RAPIDO OLVIDAN la CAJA B. del PP,rapido olvidan caja,[0. 0. 0. ... 0. 0. 0.],0.0
12,12,T-smnnEAdM0,UCCLHpMGRmpvMqMpDLWN9qjw,"Dejen de ESPECULAR. Todo se hizo de acuerdo a la Ley y la Constitucion. Si No fuera asi el REY. No lo habria Jurado la investidura.

El Consejo Judicial esta SECUESTRADO por el PP desde hace mas de 5 años. Feijoo NI porque el Rey lo propuso gestiono  positivamente su Investidura.",dejen especular hizo acuerdo constitucion habria jurado investidura consejo judici secuestrado hace feijoo propuso gestiono positivament investidura,[0. 0. 0. ... 0. 0. 0.],0.0
13,13,T-smnnEAdM0,UC_hUDVGvYuZUeAZN5_Y4q5g,"Pues creo q les ha de explicar Bolaños, q vigilen, a ver q les dice, q no les engañe, q de esto saben mucho",pue creo explicar bola vigilen dice enga saben,[0. 0. 0. ... 0. 0. 0.],0.0
14,14,T-smnnEAdM0,UCfkLh-7UMlHpcQlA43N_dSA,UE  sobre la soberania de Espana? .......,soberania espana,[0. 0. 0. ... 0. 0. 0.],0.0
15,15,T-smnnEAdM0,UCPjwqx0ItKbTgQnsW65uBGA,"LA U E Q, KNVESTIGUE DONDE A IDO TODO EL DINERO Q, AN MANDAO  , , PORQ.  ALOS ESPAÑOLES NOOO LEA A LLEGAO NI UN EUGO Y NO TENEMIZ PORQ. PAGAR ESA DEUDA Q. SN CREAO ESTOS VIVIDORES.  NI NUESTROS HIJOS NI NIETOS ,  DEJEN DE MABDARLE DINERO.  SOLO  CREAN MAS DEUDA AL PUEBLO.  Q, NO VE NUNCA EL DINERO Q. MSBDSN.  NI.  LA U,E CONTROLA ,    MIREN DEL MANDATO DE SANCHEZ DONDE FUE EL  DINERO H NOOO  MANDE. MAS  S3 LO QUEDA EL H SU BANDA DE DELINCUENTES , Q, TIEBE EN GOBIERNO ,  CON EL.      COMO.  ETA. GOLPISTAS. SEPARATISTAS Y NARCOCHAVISTAS.",knvestigu dinero mandao porq alo espa ole nooo llegao eugo tenemiz porq pagar deuda creao vividor hijo nieto dejen mabdarl dinero solo crean deuda pueblo nunca dinero msbdsn controla miren mandato sanchez dinero nooo mand queda banda delincuent tieb gobierno golpista separatista narcochavista,[0. 0. 0. ... 0. 0. 0.],-1.0
16,16,T-smnnEAdM0,UCPjwqx0ItKbTgQnsW65uBGA,"Y LA.  U, , E SE FIA DE SANCHEZ Y SU BANDA DE DELINCUENTES , ?",sanchez banda delincuent,[0. 0. 0. ... 0. 0. 0.],-1.0
17,17,T-smnnEAdM0,UC7wwq4k4bBWSM_wwjn0m3CA,España se rompe cuñaoooo,espa romp aoooo,[0. 0. 0. ... 0. 0. 0.],0.0
18,18,T-smnnEAdM0,UCzu4dMy2cbHEJ476iwjraig,Europa no respeta a los españoles ni al rey🇪🇦🇪🇦😳,europa respeta espa ole,[0. 0. 0. ... 0. 0. 0.],0.0
19,19,T-smnnEAdM0,UCdvOnzOzHLfoV-sEApU_d0g,Huelga general ya!!!!!!,huelga gener,[0. 0. 0. ... 0. 0. 0.],0.0
20,20,0HVzuoDgkkY,UCpgQrqFbstUTTYNKtTfOlmw,"Caramba, mira quien habla: el terrorista Mr X, amigo de Pinochet y de la extrema derecha!",caramba mira habla terrorista amigo pinochet extrema derecha,[0. 0. 0. ... 0. 0. 0.],-1.0
21,21,0HVzuoDgkkY,UC0ljCVHeRT2Z_ScF2__r1-A,Felipe González cuando   el coletas te decia lo de la cal biba a aque se refería esplicalo que nos enteramos lo llevas muy oculto,felip gonz coleta decia biba aqu refer esplicalo enteramo lleva oculto,[0. 0. 0. ... 0. 0. 0.],0.0
22,22,0HVzuoDgkkY,UC0ljCVHeRT2Z_ScF2__r1-A,Felipe González cuando te hicimos presidente benias con una camisa que llevaba ni cuello y estabas elado de frio ahora llevas gabardina,felip gonz hicimo president benia camisa llevaba cuello elado frio ahora lleva gabardina,[0. 0. 0. ... 0. 0. 0.],0.0
23,23,0HVzuoDgkkY,UC0ljCVHeRT2Z_ScF2__r1-A,Felipe González estás en Endesa porque nosotros te icimos presidente y no por tu mérito ya te se a olvidado como ya eres rico por eso apoyas a Abascal y a feijo,felip gonz endesa icimo president rito olvidado rico apoya abasc feijo,[0. 0. 0. ... 0. 0. 0.],0.0
24,24,0HVzuoDgkkY,UC0ljCVHeRT2Z_ScF2__r1-A,Felipe González los socialistas te icimos presidente pensando que eras onesto y decente por eso te icimos presidente,felip gonz socialista icimo president pensando onesto decent icimo president,[0. 0. 0. ... 0. 0. 0.],0.0
25,25,0HVzuoDgkkY,UCq_-1XGwX9hEjAFNADkvqjg,"Felipe no entiende que esto es por el bien y la igualdad entre españoles.
Menos mal que estan los iluminados del rebaño para corregirlo",felip entiend bien igualdad espa ole meno estan iluminado reba corregirlo,[0. 0. 0. ... 0. 0. 0.],0.0
26,26,0HVzuoDgkkY,UCBFQRJRtLW3RiIj7MO_2W4A,El Sr. González debe pedir perdón por subirse a la carroza de oro que le han puesto para que blasfeme a cuatro vientos.,gonz debe pedir perd subirs carroza puesto blasfem cuatro viento,[0. 0. 0. ... 0. 0. 0.],-1.0
27,27,0HVzuoDgkkY,UCXg-DjEYTplKI_3cMoMsn5g,Fue para mí y para muchos compañeros líder indiscutible y todo lo bueno que hizo para España ahora lo está tirando por la borda 😢😢,compa ero indiscut bueno hizo espa ahora tirando borda,[0. 0. 0. ... 0. 0. 0.],0.0
28,28,0HVzuoDgkkY,UCr7uORPicRYRKk9K37f8RKg,"Todo lo que queráis, que es viejo, que es inmoral, que la libertad de expresión sólo para los que vosotros decidís, que no tiene derecho, que la lealtad ha de cumplirse incluso contra la conciencia... Nos lo sabemos. Pero, ¿ alguno es capaz jurídicamente de desmentir lo que dice y fundamentar el encaje de la  amnistía en la legislación? Resulta divertido que mateis al mensajero, pero del contenido a debatir, ni mu.... Flaco favor hacéis a la defensa de la medida no entendiendola y censurando, cuando no insultando, al que opina, ejerciendo su derecho, sobre ella",quer viejo inmor libertad expresi decid derecho lealtad cumplirs incluso conciencia sabemo alguno capaz dicament desmentir dice fundamentar encaj amnist legislaci resulta divertido matei mensajero contenido debatir flaco favor defensa medida entendiendola censurando insultando opina ejerciendo derecho,[0. 0. 0. ... 0. 0. 0.],0.0
29,29,0HVzuoDgkkY,UCdlgAxg-OYTdAiFB-Ufw7YA,"Que pena lo de las viejas glorias socialistas (Felipe,Guerra,Leguina,Corcuera,Paco Vazquez,etc.etc.etc.)",pena vieja gloria socialista felip guerra leguina corcuera paco vazquez,[0. 0. 0. ... 0. 0. 0.],-1.0
30,30,0HVzuoDgkkY,UCKYeggU2GY-jR9qT7v4lPYQ,"Sr. González Márquez, no sería más honesto por su parte un prudente silencio  ??
Bajo su mandato, tiene lugar la aparición de un GRUPO ANTITERRORISTA DE LIBERACIÓN. ..  GAL, cuyo objetivo era combatir a ETA.
Usted presidente del gobierno en aquellos momentos, dice "" estar ajeno a todo ello"".
PERO,   al mismo tiempo,   creo  que fue J.M. Azna quien le bautiza como "". el hombre X. de la operacion"".
             VAYA AMISTADES LAS          SUYAS ....🌹🌹
🌹",gonz rquez honesto part prudent silencio bajo mandato lugar aparici grupo antiterrorista liberaci cuyo objetivo combatir ust president gobierno aquello momento dice ajeno ello mismo tiempo creo azna bautiza hombr operacion vaya amistad,[0. 0. 0. ... 0. 0. 0.],0.0
31,31,0HVzuoDgkkY,UCu4RXWZHhLvBtmnvZW5GmFg,Porque no te vas al PP que seguramente ya eres del PP,segurament,[0. 0. 0. ... 0. 0. 0.],0.0
32,32,0HVzuoDgkkY,UCCPrUlKSeWO_ATT97lQvLSw,Tiene razón,,[0. 0. 0. ... 0. 0. 0.],
33,33,0HVzuoDgkkY,UCf_SHTwnexc3ApSZKjgDZZQ,Como tu con los gal,,[0. 0. 0. ... 0. 0. 0.],
34,34,0HVzuoDgkkY,UCXsBdoMR53GMRxBCx2zYR4A,Este farsante no era isidoro,farsant isidoro,[0. 0. 0. ... 0. 0. 0.],-1.0
35,35,0HVzuoDgkkY,UCXsBdoMR53GMRxBCx2zYR4A,"se os ha olvidado a todos el ""a por ellos oe""",olvidado,[0. 0. 0. ... 0. 0. 0.],0.0
36,36,0HVzuoDgkkY,UCXsBdoMR53GMRxBCx2zYR4A,ya de las puertas giratorias otro dia,puerta giratoria,[0. 0. 0. ... 0. 0. 0.],0.0
37,37,0HVzuoDgkkY,UCXsBdoMR53GMRxBCx2zYR4A,El de la cal viva😮,viva,[0. 0. 0. ... 0. 0. 0.],0.0
38,38,0HVzuoDgkkY,UCpO__g_1rvOpcyZsDAy83dA,"Mister x,a ti no te ha hecho falta amnistía",mister hecho falta amnist,[0. 0. 0. ... 0. 0. 0.],-1.0
39,39,0HVzuoDgkkY,UC9txpJobBGck4930MDlc1gw,Españoles !…..Seguid votando a Sanchinflas que en el pozo aún cabe miseria !,espa ole seguid votando sanchinfla pozo cabe miseria,[0. 0. 0. ... 0. 0. 0.],-1.0
40,40,aXLB8r1t8ec,UCzX0IX_81Fj3FislNCXd_1A,No more money for Spain.,more money spain,[0. 0. 0. ... 0. 0. 0.],0.0
41,41,aXLB8r1t8ec,UCbOB-lW9N5rTADpmGapf2nA,"Considerando la insistente y perversa violación del Derecho por parte de tanto sátrapa, considerar: que no sólo debieran ser inhabilitados sino que, asimismo, debieran ser procesados y encarcelados por un delito continuado de alta traición al Estado entre otras concausas, el sátrapa Sánchez y demás adláteres, así como por todas sus implicaciones en las acciones tendentes a la ruptura de España, dentro del concurso de delitos que que está propiciando con los independentistas. En definitiva, son todos unos muy insensatos, mediocres e indecentes políticos. ¿Y qué decir de jueces presuntamente corruptos, Pumpido y compañía? Todo un cúmulo de auténticos despropósitos que vulneran gravemente el Estado de Derecho y niegan totalmente la Democracia en España. ¡Qué asco!",considerando insistent perversa violaci derecho part trapa considerar debieran inhabilitado sino asimismo debieran procesado encarcelado delito continuado alta traici concausa trapa nchez tere toda implicacion accion tendent ruptura espa dentro concurso delito propiciando independentista definitiva insensato mediocr indecent tico decir juec presuntament corrupto pumpido compa mulo ntico desprop sito vulneran gravement derecho niegan totalment democracia espa asco,[0. 0. 0. ... 0. 0. 0.],-1.0
42,42,aXLB8r1t8ec,UCDYCT-YVrQVs3mAtTfFj0iQ,Si que recorten los fondos europeos  por qué este tipo se los gasta en chiringuitos.,recorten fondo europeo tipo gasta chiringuito,[0. 0. 0. ... 0. 0. 0.],-1.0
43,43,aXLB8r1t8ec,UCHgX6zBue5Bz3EiCwWoGiKA,"La UE no tiene que sancionar a España si no al gobierno con sus sueldos por gastar el dinero en vicio, así dejarían de robarnos todos",sancionar espa gobierno sueldo gastar dinero vicio dejar robarno,[0. 0. 0. ... 0. 0. 0.],-1.0
44,44,aXLB8r1t8ec,UCnpHDtfFUEDoQTZt8KPM01g,Que pesados los cuñaooos ….,pesado aooo,[0. 0. 0. ... 0. 0. 0.],0.0
45,45,aXLB8r1t8ec,UCEzBcHjUr1VSNAlGB81LZRg,🎉🎉🎉🎉🎉😢😢😢😢😢❤❤❤❤❤❤❤❤😂😂😂❤❤❤❤❤❤ lliure visca catalunya lliure visca catalunya lliure visca navàs poble jove i molt capaç visca navars poble jove i molt❤❤❤❤❤❤❤❤❤,lliur visca catalunya lliur visca catalunya lliur visca pobl jove molt capa visca navar pobl jove molt,[0. 0. 0. ... 0. 0. 0.],1.0
46,46,aXLB8r1t8ec,UCI2f_8xoYYvNNnB-AAztt5A,"No tienen cordones ,mucho hablar y poco hacer ,les digo a europa lo que le dijo Netanyahu al traidor ,despues van ustedes",cordon hablar hacer digo europa dijo netanyahu traidor despu usted,[0. 0. 0. ... 0. 0. 0.],-1.0
47,47,aXLB8r1t8ec,UCUIcF7xE9Inr4Tv09cLTiiQ,Europa no sera afectada.  Y esta ley puefe traer paz interna espanola,europa sera afectada puef traer interna espanola,[0. 0. 0. ... 0. 0. 0.],-1.0
48,48,aXLB8r1t8ec,UC-eSTVVL2hVBq_L4oIzkCxg,"El propio día de la noche electoral se sabía que Feijóo NO podría gobernar y que Sánchez sí. Hay gente hipócrita que finje que no ha sido asi, pero por algo PSOE y Sumar celebraron y por algo a Feijoo le gritaron ""Ayuso presidenta!"".",propio noch elector feij podr gobernar nchez gent crita finj sido psoe sumar celebraron feijoo gritaron ayuso presidenta,[0. 0. 0. ... 0. 0. 0.],-1.0
49,49,aXLB8r1t8ec,UCx7d6y_s1yCUvJkBzJ8F_6g,Espero los pierda,espero pierda,[0. 0. 0. ... 0. 0. 0.],0.0
50,50,aXLB8r1t8ec,UCFiozCMmPcOibrQzpR8islA,A que no,,[0. 0. 0. ... 0. 0. 0.],
51,51,aXLB8r1t8ec,UCoFJG97tbsntoK7MVHE8jPA,Lo que tiene que hacer Europa es quitar y poner sanción al Sánchez y todo lo que intenta como un Dictador y a Pugdemon a la cárcel con él,hacer europa quitar poner sanci nchez intenta dictador pugdemon rcel,[0. 0. 0. ... 0. 0. 0.],-1.0
52,52,aXLB8r1t8ec,UCnawvj7mxISi-6HDDJYD18A,"La amnistia consistía en olvidar todo crimen cometido contra el país? creo que para junts no, la amnistia es ""esclarecer una injusticia"" hasta ese punto llegan esas personas, personas que no les importa destruir la unidad nacional del país, con tal de seguir en el poder, personas a las que les da igual lo que pueda pasar o no en su comunidad, mientras tengan la cartera llena, personas que saben mucho de marketing y de lavar cerebros, y nuestro presidente no solo ha admitido tal cosa, si no que también se ha bajado los pantalones y ha dicho ""más por favor. Siempre me he definido como alguien liberal, pero esto es pasarse mucho. No señor Sanchez, Catalunya no es un aliado de España, Catalunya no es un socio comercial, Catalunya es España, así que su deber es defenderla contra todo malhechor o invasor vengan desde fuera o dentro de sus fronteras. Solo llegar a imaginar que Aragón se amparara en la misma logica que los Catalanes para pedir independencia, da miedo, bajo los mismos términos lo haría Navarra y El Pais Vasco con toda su razón y Asturias y Galicia, Este hombre no sabe lo que está haciendo.",amnistia consist olvidar crimen cometido creo junt amnistia esclarec injusticia punto llegan persona persona importa destruir unidad nacion seguir poder persona igual pueda pasar comunidad mientra cartera llena persona saben market lavar cerebro president solo admitido cosa tambi bajado pantalon dicho favor siempr definido alguien liber pasars sanchez catalunya aliado espa catalunya socio comerci catalunya espa deber defenderla malhechor invasor vengan dentro frontera solo llegar imaginar arag amparara misma logica catalan pedir independencia miedo bajo mismo rmino navarra pai vasco toda asturia galicia hombr sabe haciendo,[0. 0. 0. ... 0. 0. 0.],-1.0
53,53,aXLB8r1t8ec,UCX28zNJP5Et0qBjNNpERwIA,Hombre está claro aprovechando van a desviar fondos,hombr claro aprovechando desviar fondo,[0. 0. 0. ... 0. 0. 0.],0.0
54,54,aXLB8r1t8ec,UCa5FbUCuj2Ufw6QzBmhrJnA,"No es pequeña objeción … es muy importante.  Amnistía e indulto es distinto .   El indulto es una prerrogativa del gobierno de perdón a un criminal… es decir alguien enjuiciado y condenado … Amnistía, se da en un cambio de régimen .., en españa en 1977,  pero desde que hay “ constitución “ en España en 1978, en un estado estado democrático y con separación de poderes … el poder judicial es quien dice si hay delito en unos hechos cometidos o no…. Luego ya vendrán los indultos .. o no!   Pero no se pueden dejar de perseguir delitos porque el ejecutivo o legislativo así lo digan….",pequ objeci important amnist indulto distinto indulto prerrogativa gobierno perd crimin decir alguien enjuiciado condenado amnist cambio gimen espa constituci espa democr tico separaci poder poder judici dice delito hecho cometido luego vendr indulto pueden dejar perseguir delito ejecutivo legislativo digan,[0. 0. 0. ... 0. 0. 0.],0.0
55,55,aXLB8r1t8ec,UCQ9wZjDA1SY1WqppVlaCJ6A,Eu muy flojita,flojita,[0. 0. 0. ... 0. 0. 0.],-1.0
56,56,aXLB8r1t8ec,UCQ2rFf_d6_R2h0wmBM8CmjA,"Qué más dá si mientras esté el felon España perderá todo lo que tenga que perder y más todo lo que yá a perdido, España está en manos de un psicópata loco y esto revienta por propia presión",mientra felon espa perder perder perdido espa mano psic pata loco revienta propia presi,[0. 0. 0. ... 0. 0. 0.],-1.0
57,57,aXLB8r1t8ec,UC6o_ckmEk87f7TiViatW11w,Pero  lo que pedro sánchez dice de quien depende la justicia? Y contesta del gobierno. Si la justicia de pende de gobierno ¿para que tenemos tribunal constitucional y ya está decido pues el tribunal constitucional dirá lo que pedro sánchez quiera,pedro nchez dice depend justicia contesta gobierno justicia pend gobierno tribun constitucion decido pue tribun constitucion pedro nchez quiera,[0. 0. 0. ... 0. 0. 0.],0.0
58,58,aXLB8r1t8ec,UC6o_ckmEk87f7TiViatW11w,La anmistia que  quita esto delito lo hace la izquierda y extre izquierda que  son lo que  destruye los delitos con la anmistia eso es mal que  hace psoe y no la derecha,anmistia quita delito hace izquierda extr izquierda destruy delito anmistia hace psoe derecha,[0. 0. 0. ... 0. 0. 0.],-1.0
59,59,aXLB8r1t8ec,UC6o_ckmEk87f7TiViatW11w,En el sillo esta pedro Sánchez pero el que  gobierna son las minorías de 7 escaños de separatistas y independentistas que  son minorías pues son los gobierna lo que  pide la anmistia que  la destrucción de código penal con quitar delitos  de el robo a los ciudadanos o malvesadores de los impuestos y quitar el delito de terrorismo,sillo pedro nchez gobierna minor esca separatista independentista minor pue gobierna pide anmistia destrucci digo penal quitar delito robo ciudadano malvesador impuesto quitar delito terrorismo,[0. 0. 0. ... 0. 0. 0.],-1.0
60,60,ESCHnb7VfnY,UC6IjnWad6iN_lDCT968jRgg,"El peligro es Feijo , está encantado porque Galicia , la comunidad donde él.prohibio el español en las instituciones , recibirá exactamente lo que consigan Cataluña y país vasco con esta TRAICION   como se ha acordado , éste TRAIDOR acaba de pactar con Sánchez el reparto de los cargos del congreso , a él solo le mueve actuar contra VOX , es otro TRAIDOR , un globalista encantado con el rosco de la agenda 2030 , que luce con orgullo en la sopa , el peligro para España es el.",peligro feijo encantado galicia comunidad prohibio espa institucion recibir exactament consigan catalu vasco traicion acordado traidor acaba pactar nchez reparto cargo congreso solo muev actuar traidor globalista encantado rosco agenda luce orgullo sopa peligro espa,[0. 0. 0. ... 0. 0. 0.],-1.0
61,61,ESCHnb7VfnY,UCfP9RCA63I2x4sl_h-OhH-g,Feijo si te vas a tomar por donde cagas tu y el boca chocho,feijo tomar caga boca chocho,[0. 0. 0. ... 0. 0. 0.],-1.0
62,62,ESCHnb7VfnY,UCSLiUs926NduK53mtCdlKLg,"Nadie habla de la amnistía fiscal de Montoro ,Bárcenas,rato ect...
Q encima les dejaron seguir delinquiendo y ahora se rompe ,Aznar no seas payaso q por jugar en Azores trajiste el mayor atentado de la historia de España q dándote las de enterado ,mentiste sobre la sangre humana y así te salió ,listo q eres un listo q tienes a toda tu ejecutiva condenados por corrupcion",nadi habla amnist fiscal montoro rcena rato encima dejaron seguir delinquiendo ahora romp aznar payaso jugar azor trajist mayor atentado historia espa ndote enterado mentist sangr humana sali listo listo toda ejecutiva condenado corrupcion,[0. 0. 0. ... 0. 0. 0.],-1.0
63,63,ESCHnb7VfnY,UCKfIcH6XKZ-Bs2z0f6hWWlA,"PACTOS DEL MAJESTIC, IRAK TIENE ARMAS DE DESTRUCCIÓN MASIVA, ETC",pacto majest irak arma destrucci masiva,[0. 0. 0. ... 0. 0. 0.],-1.0
64,64,ESCHnb7VfnY,UCSLiUs926NduK53mtCdlKLg,"Quién lo dice peligro ha sido Aznar en este país ,mentir con 100 muertos solo por querer gobernar ,fíjate si no ha sido peligroso y además todo los de su ejecutiva han sido condenados por robar",dice peligro sido aznar mentir muerto solo querer gobernar jate sido peligroso adem ejecutiva sido condenado robar,[0. 0. 0. ... 0. 0. 0.],-1.0
65,65,ESCHnb7VfnY,UCBZoxeioDe63pU76CQf3-OQ,"Hablad del caso Kitchen ...
""Ánimo Luis ... se fuerte ... """,hablad caso kitchen nimo lui fuert,[0. 0. 0. ... 0. 0. 0.],0.0
66,66,ESCHnb7VfnY,UCD0CTV8RO1YSgPcSiK2CUYw,Espero que vuelva Puigdemont para que haya revueltas en todo el país con un poco de Estrategia estais jodidos politicuchos cobardes. Os habeis olvidado de algo...,espero vuelva puigdemont revuelta estrategia estai jodido politicucho cobard habei olvidado,[0. 0. 0. ... 0. 0. 0.],-1.0
67,67,ESCHnb7VfnY,UCzKEb3vV5gPstyJ1y_KVM2Q,SÁNCHEZ EL PRESIDENTE TRAIDOR DE ESPAÑA,nchez president traidor espa,[0. 0. 0. ... 0. 0. 0.],-1.0
68,68,ESCHnb7VfnY,UCbuHBqEW0JdjRhIyVIl6bpQ,"Na GALIZA, non son de recibo españois como el declara ser.
A Rañala por aí.",galiza recibo espa declara,[0. 0. 0. ... 0. 0. 0.],0.0
69,69,ESCHnb7VfnY,UCUfDLA5BhiE0G-s0F91f84A,Estos DOS Presos FEIJOO y el otro que lo acompaña......PRESOSSS......OTROS FRAUDE  CORRUPTOS,preso feijoo acompa presosss fraud corrupto,[0. 0. 0. ... 0. 0. 0.],-1.0
70,70,ESCHnb7VfnY,UCg5Z8CRDpFyEx1cgJVbgbTg,"Amnistía de 1977: borrón y cuenta nueva para miles de casos de asesinatos, torturas, encarcelamientos injustos y cientos de crímenes de lesa humanidad. El PP, herederos directos del franquismo (Fraga ,ministro del régimen, fue su fundador) promovieron ese ""perdón"" para los ""vencedores"" y acojonaron a los herederos de los vencidos con la posibilidad de que o aceptaban eso o jamás habría democracia. Amnistía de la que millones de españoles se sintieron estafados fue la que se inventaron aquellos franquistas para bendecir los crímenes que ellos mismos cometieron",amnist borr cuenta nueva mile caso asesinato tortura encarcelamiento injusto ciento mene lesa humanidad heredero directo franquismo fraga ministro gimen fundador promovieron perd vencedor acojonaron heredero vencido posibilidad aceptaban habr democracia amnist millon espa ole sintieron estafado inventaron aquello franquista bendecir mene mismo cometieron,[0. 0. 0. ... 0. 0. 0.],-1.0
71,71,ESCHnb7VfnY,UCykuaKNDO4ImMaRvigZmsbA,Salva patrias peperos FACHAS habéis abnistiado CORROPTOS  TERRORISTAS a LADRONES a Terra lliure delitos de sangre y el muñeco diabólico con Pujol ablando CATALAN los del GAL terroristas también APNISTIADOS y no se rompió ESPAÑA y ahora el que no sabe ni ablar Inglés y amigo de narcos porque no puede gobernar según las leyes ESPAÑOLAS entonces se rompe España que VIVA PEDRO SÁNCHEZ a y atragar 4 años más maleducados,salva patria pepero facha abnistiado corropto terrorista ladron terra lliur delito sangr diab lico pujol ablando catalan terrorista tambi apnistiado rompi espa ahora sabe ablar ingl amigo narco pued gobernar ley espa ola entonc romp espa viva pedro nchez atragar maleducado,[0. 0. 0. ... 0. 0. 0.],-1.0
72,72,ESCHnb7VfnY,UCuAU6B7HW2-WgccN8lCOdJA,"La Constitución NO prohíbe aprobar amnistías. No culpéis a Sánchez. No existe prohibición alguna. Según los principios jurídicos nadie está impedido de hacer lo que la ley no prohibe. Punto, fin de la discusión.",constituci proh aprobar amnist culp nchez exist prohibici alguna principio dico nadi impedido hacer prohib punto discusi,[0. 0. 0. ... 0. 0. 0.],0.0
