,video_id,author,comment,vectores_tfidf,comment_stem,sentiment
23,PmgbmeGMRRw,UC9yYR8_Di37L_H-gI6Y6-_Q,"Los hombres se suicidan más que las mujeres 
Los hombres viven menos que las mujeres
Los hombres hacen tareas o trabajos más sucios y pesados que las mujeres... Y me faltarían muchos ejemplos... No digan tonterías ....",[0. 0. 0. ... 0. 0. 0.],hombr suicidan mujer hombr viven meno mujer hombr hacen tarea trabajo sucio pesado mujer faltar ejemplo digan tonter,-1.0
24,PmgbmeGMRRw,UC50HmQbL4nd3CoJjoPMN_WQ,"Este vudeo es cierto, no es justo que los trabajos mas duros, dificiles, pesados, asquerosos y hunillantes sean realiados solo por hombres, es hora de que las mujeres tambien trabajen en la basura, destapando caños, y cargando mucho peso de costruccion, pornun mundo mas justo",[0. 0. 0. ... 0. 0. 0.],vudeo cierto justo trabajo duro dificil pesado asqueroso hunillant realiado solo hombr hora mujer tambien trabajen basura destapando cargando peso costruccion pornun mundo justo,-1.0
25,PmgbmeGMRRw,UC90xCefM5MOeD19EfNJhM1w,Odio la ideologia de genero y veo que uds la promueven,[0. 0. 0. ... 0. 0. 0.],odio ideologia genero promueven,-1.0
26,PmgbmeGMRRw,UCjpbq6V5-nUneej8s6rdhfQ,"Anda a buscar que los jueces te den las mismas posibilidades de ganar un juicio por la  custodia de tus hijos siendo hombre, partes con desventaja sólo por ser el padre, altiro.
En Chile hasta existe una agrupación que busca defender y asesorar de los abusos a los que son sometidos los padres en tribunales a la hora de luchar por sus hijos.",[0. 0. 0. ... 0. 0. 0.],anda buscar juec misma posibilidad ganar juicio custodia hijo siendo hombr part desventaja padr altiro chile exist agrupaci busca defend asesorar abuso sometido padr tribunal hora luchar hijo,-1.0
27,PmgbmeGMRRw,UC2y6OYRmoyJjtxCc-dQNTUw,Que las mujeres vayan a la guerra obligatoriamente x q SOLO el hombre debe morir por la patria????,[0. 0. 0. ... 0. 0. 0.],mujer vayan guerra obligatoriament solo hombr debe morir patria,-1.0
28,PmgbmeGMRRw,UC0_nUStuaG7n-pijisjRCYQ,Mujeres feministas que quieren hombres con coche y que la iniciativa sea de ellos.,[0. 0. 0. ... 0. 0. 0.],mujer feminista quieren hombr coch iniciativa,-1.0
30,PmgbmeGMRRw,UCcsi1oEy4fWK6zQTGG1lt2g,¿ Por qué ninguna femilista exige el derecho de trabajar limpiando pozos  o haciendo carreteras o en las minas? Solo exigen puestos de dirección en empresas creadas por hombres y privilegios.,[0. 0. 0. ... 0. 0. 0.],ninguna femilista exig derecho trabajar limpiando pozo haciendo carretera mina solo exigen puesto direcci empresa creada hombr privilegio,-1.0
31,PmgbmeGMRRw,UCGsyW2CYFrJ_VnKudrf3oRA,"Porqué en vez de estar replicando esta falacia de igualdad de género no hablan de una equidad basada en los méritos y condiciones personales y sociales. Soy mujer, pero este concepto está muy desviado de la realidad. Entiendan que cada ser humano es único, la igualdad no existe. Somos seres sociales por naturaleza que debemos gozar de derechos y oportunidades sí, pero sin favoritismos. Los hombres también sufren brechas salariales y deben arriesgar hasta su vida para llevar el sustento a su familia. Las mujeres tenemos condiciones físicas muy distintas y eso nada podrá cambiarlo. De razón este video tiene tan pocas visitas.",[0. 0. 0. ... 0. 0. 0.],porqu replicando falacia igualdad nero hablan equidad basada rito condicion personal social mujer concepto desviado realidad entiendan cada humano nico igualdad exist sere social naturaleza debemo gozar derecho oportunidad favoritismo hombr tambi sufren brecha salarial deben arriesgar vida llevar sustento familia mujer condicion sica distinta podr cambiarlo video poca visita,-1.0
32,PmgbmeGMRRw,UCws0zqrYatL_0TjfmCH2Zsw,"En España hay ayudas especificas para mujeres agredidas por hombres. ¡Esto es una locura sexista! Un hombre no sufre menos ni es menos agredido. Las víctimas merecen igualdad de derechos y oportunidades de asistencia por wl hecjo de ser víctimas, no en función de su género y el de la persona que le agrede.",[0. 0. 0. ... 0. 0. 0.],espa ayuda especifica mujer agredida hombr locura sexista hombr sufr meno meno agredido ctima merecen igualdad derecho oportunidad asistencia hecjo ctima funci nero persona agred,-1.0
33,PmgbmeGMRRw,UCEwSb--athhy3JFPpSMq6sw,"Esto está totalmente sesgado y es ridículo, porque no apuntan a los orígenes del ""por qué"" suceden estas cosas... sigan con su moda feminista de cartón.",[0. 0. 0. ... 0. 0. 0.],totalment sesgado culo apuntan gene suceden cosa sigan moda feminista cart,-1.0
38,PmgbmeGMRRw,UC4KeU8efh_3CaWPCYkRKuaw,Este video es catastrófico!,[0. 0. 0. ... 0. 0. 0.],video catastr fico,-1.0
48,tiv5h0C_r_g,UC9MgQXfkAi-lo39P2Bi5wBw,"qué bajón ser agustín laje, pobrecito",[0. 0. 0. ... 0. 0. 0.],agust laje pobrecito,-1.0
51,tiv5h0C_r_g,UCfDdx7v4oCnEhhFP-dfVfDw,"La ley de de genero, supuestamente seria para que no haya discriminación, PERO SON LOS PRIMEROS QUE SE AUTODISCRIMINAN, porque se auto perciben como mujer hombre travesti lavarropas o lo que sea y qno quieren la igualdad quieren un trato distinto. y lo que es peor obligan a la gente a que estudie la ley para diferentes trabajos es un verguenza. DEROGACION DE LA LEY YA EN ARGENTINA Y EN TODAS PARTES DEL MUNDO",[0. 0. 0. ... 0. 0. 0.],genero supuestament seria discriminaci primero autodiscriminan auto perciben mujer hombr travesti lavarropa quieren igualdad quieren trato distinto peor obligan gent estudi diferent trabajo verguenza derogacion argentina toda part mundo,-1.0
53,tiv5h0C_r_g,UCMHXoHVvJQY9PC3gxg2KPQQ,"Laje habrá leído muchos libros pero en un tema tan complejo como así mismo lo es la identidad de género, es todo un ignorante y necesariamente su campaña anti- derechos  humanos en contra de la población LGBTI, lo llevará al más rotundo fracaso, empezando porque se fue en contravía de leyes que son internacionales, y
las cuales protegen enfáticamente esos derechos. Leyes que han costado la vida de miles de integrantes del colectivo LGBTI, y que ha costado un alto precio pagado por esta comunidad, luchando y manifestándose para hacer oír su voz reclamando el derecho a la vida como tantos otros que son de todos ser humano no importando su condición. Lo veremos: Laje fracasará y muy especialmente porque su móvil para adelantar su loca aventura es el del odio que solo llevaría a la confrontación y a estimular en la homofobia la discriminación y la violencia contra la sufrida y perseguida comunidad LGBTI",[0. 0. 0. ... 0. 0. 0.],laje habr libro tema complejo mismo identidad nero ignorant necesariament campa anti derecho humano poblaci lgbti llevar rotundo fracaso empezando contrav ley internacional cual protegen ticament derecho ley costado vida mile integrant colectivo lgbti costado alto precio pagado comunidad luchando manifest ndose hacer reclamando derecho vida tanto humano importando condici veremo laje fracasar especialment adelantar loca aventura odio solo llevar confrontaci estimular homofobia discriminaci violencia sufrida perseguida comunidad lgbti,-1.0
56,tiv5h0C_r_g,UCDVysMZQoUrXnD0QrFUvNUw,"Lo mejor sería educar en el Genderless o lo unisex. Yo siempre he trabajado en lo que me ha dado la gana, independientemente si es ""mundo de hombres"" por temas económicos. Yo no creo que hay acosas para hombres y cosas para mujeres. Es necesario que los niños jueguen con muñecos también para que tengan sentido del cuidado a los niños y demás personas. Tenemos que eliminar radicalmente los roles de género absurdos de la época medieval. Estamos en el siglo XXI y las mujeres podemos hacer lo que nos de la gana sin ser machotas igual que un hombre puede cuidar sin ser un marica. Ya basta de tonterías. También muchas mujeres quieren cobrar igual sentadas que sudando y eso tampoco es así, hay que sudar para ganar pasta chicas. También se debería animar a las mujeres a emprender sus propios negocios, para no depender de que no te contraten por tener hijos o por poder quedarte embarazada, que es el motivo de desigualdad y eso nos manda a casa a buscar marido para poder sobrevivir dignamente, en España han puesto una ley absurda de que se puede dejar de ir a trabajar por la regla, lo que ya hace que muchos empresarios además de por el riesgo de embarazo, no contraten a mujeres por el tema del dolor menstrual y los 4 días que pueden faltar al trabajo.

 Yo creo que la política de género es necesaria, existe enormes desigualdades arrastradas por el patriarcado desde toda nuestra existencia, y que empezamos a romper cuando empezamos a tener derecho a votar, tener cuenta corriente y trabajar, también cuando se nos liberó del yugo que ser presas de nuestros padre oo un marido para poder salir de casa y emanciparse, pero esas políticas están muy mal enfocada en las verdaderas necesidades de las mujeres que es el dejar de depender de un puesto de trabajo y ser nuestras propias jefas para ganar tanto o más dinero que los hombres. Pero como asalariados nadie se hace rico y siempre se cobrará mucho más en los trabajos de fuerza que suelen hacer los hombres que los trabajos más livianos que suelen hacer las mujeres.

 Los hombres habláis desde una posición privilegiada que os da miedo perder. De repente queréis hacer ver que exageramos y mentimos, pero la historia está ahí. Los hombres nos habéis mantenido bajo vuestro yugo durante demasiados siglos y en países islámicos ese yugo sigue existiendo por desgracia hasta el punto de torturas a mujeres como en Afganistan que han sido retiradas completamente de la sociedad para volver a ser secuestradas por sus padres y maridos en una casa para criar hijos. Un poquito de humanidad por esas mujeres que sufren una vida cruel por el simple hecho de haber nacido mujer y que ya está teniendo consecuencias gravísimas en forma de un drástico aumento de suicidios de esas mujeres que estudiaban y trabajaban y que ahora son torturadas por un régimen que las devuelve a esas oscuras cavernas de la violencia de género que impone el patriarcado.",[0. 0. 0. ... 0. 0. 0.],mejor educar genderless unisex siempr trabajado dado gana independientement mundo hombr tema econ mico creo acosa hombr cosa mujer necesario jueguen eco tambi cuidado persona eliminar radicalment role nero absurdo poca mediev siglo mujer podemo hacer gana machota igual hombr pued cuidar marica basta tonter tambi mucha mujer quieren cobrar igual sentada sudando tampoco sudar ganar pasta chica tambi deber animar mujer emprend propio negocio depend contraten tener hijo poder quedart embarazada motivo desigualdad manda casa buscar marido poder sobrevivir dignament espa puesto absurda pued dejar trabajar regla hace empresario adem riesgo embarazo contraten mujer tema dolor menstrual pueden faltar trabajo creo tica nero necesaria exist enorm desigualdad arrastrada patriarcado toda existencia empezamo romper empezamo tener derecho votar tener cuenta corrient trabajar tambi liber yugo presa padr marido poder salir casa emancipars tica enfocada verdadera necesidad mujer dejar depend puesto trabajo propia jefa ganar dinero hombr asalariado nadi hace rico siempr cobrar trabajo fuerza suelen hacer hombr trabajo liviano suelen hacer mujer hombr habl posici privilegiada miedo perder repent quer hacer exageramo mentimo historia hombr mantenido bajo yugo demasiado siglo mico yugo sigu existiendo desgracia punto tortura mujer afganistan sido retirada completament sociedad volver secuestrada padr marido casa criar hijo poquito humanidad mujer sufren vida cruel simpl hecho haber nacido mujer consecuencia grav sima forma stico aumento suicidio mujer estudiaban trabajaban ahora torturada gimen devuelv oscura caverna violencia nero impon patriarcado,-1.0
62,2xyG1eptb6U,UCOEQ3IW_fDDftYBJBl-iipA,"Pues que la número 1 del mundo perdió con el hombre nunero203, esa es una muy buena razón, ya pensar que le ganen a nadal es imposible.",[0. 0. 0. ... 0. 0. 0.],pue mero mundo perdi hombr nunero buena pensar ganen nadal impos,-1.0
64,2xyG1eptb6U,UCKCcyqpDLyshGApeLGm9rYg,"La morra : exelente argumento FUNADO 
EL HOMBRE : EXELENTE BERRINCHE 
LA PONE A LABAR LOS PLATOS",[0. 0. 0. ... 0. 0. 0.],morra exelent argumento funado hombr exelent berrinch pone labar plato,-1.0
66,2xyG1eptb6U,UCY30IBsbeuVgrDYanwzhVpg,"No me lo puedo creer 
Que puto grande el rafa",[0. 0. 0. ... 0. 0. 0.],puedo creer puto grand rafa,-1.0
69,2xyG1eptb6U,UCiGq-hFrUIytOwEQsdi5LZQ,"Tremenda estupidez. Obviamente en el modelaje la mujer puede ganar mas porque existe a partir de una mirada sexista en donde la mujer es la que pudde hacer eso nomas, siendo cosificada y ninguneada, ademas poco se habla de que este es un ambito que como siempre es dominado por hombres y los que mas ganancia se llevan son estos. Tiene la caradurez de decir eso como si viviesemos en un mundo donde las mujeres y los hombres tienen las mismas oportunidades laborales y como si en todas las profesiones los salarios sean iguales. Totalmente desapegado de la realidas.",[0. 0. 0. ... 0. 0. 0.],tremenda estupidez obviament modelaj mujer pued ganar exist partir mirada sexista mujer pudd hacer noma siendo cosificada ninguneada adema habla ambito siempr dominado hombr ganancia llevan caradurez decir viviesemo mundo mujer hombr misma oportunidad laboral toda profesion salario igual totalment desapegado realida,-1.0
72,2xyG1eptb6U,UCpUY4z1LUxlZOa5vAE3rbrA,"Pareciera que el mundo piensa que estamos contra las mujeres que las odiamos, no lo sé, pero tanta gente pregunta de la desigualdad de género cuando no va por ahí, en toda la historia el ser humano (por no decir el hombre por qué ya se ofenden) ha elegido  lo que más le conviene para sobrevivir.",[0. 0. 0. ... 0. 0. 0.],pareciera mundo piensa mujer odiamo tanta gent pregunta desigualdad nero toda historia humano decir hombr ofenden elegido convien sobrevivir,-1.0
79,2xyG1eptb6U,UCgpKnzCXHy6PI-QXLhcpF_Q,En onliflans están cagando dinero y ahí si no se quejan.,[0. 0. 0. ... 0. 0. 0.],onliflan cagando dinero quejan,-1.0
82,WtVBQrzvQok,UC3cOGAaWiDM-XaCuXjnWrAQ,"Pero que tonterías,feminismos negros,no puedo con tanta tonteria",[0. 0. 0. ... 0. 0. 0.],tonter feminismo negro puedo tanta tonteria,-1.0
83,WtVBQrzvQok,UCbHGMImNUQkYkahgS_C_01w,Yo ya no las entiendo a estas mujeres cuando también hay mujeres que matan a hombres,[0. 0. 0. ... 0. 0. 0.],entiendo mujer tambi mujer matan hombr,-1.0
85,WtVBQrzvQok,UCAKJ9E9qS8_m_BAulLkzYCw,Reverenda paliza xd xd,[0. 0. 0. ... 0. 0. 0.],reverenda paliza,-1.0
89,WtVBQrzvQok,UC1w6PI4qubp90WghsNzuGZA,"Paraaaaaaa Laje, era responderle no humillarla",[0. 0. 0. ... 0. 0. 0.],paraaaaaaa laje responderl humillarla,-1.0
91,WtVBQrzvQok,UC34OkMVHx8oJGQ6tuUpqdag,"Buena Agustín,  si ellos no entienden es por que estan brutalmente cegados",[0. 0. 0. ... 0. 0. 0.],buena agust entienden estan brutalment cegado,-1.0
92,WtVBQrzvQok,UCCGCNV6KuX0ExMrN-Cs_KbA,Laje deja en claro que las ideologías absurdas están matando el sentido común  👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻.,[0. 0. 0. ... 0. 0. 0.],laje deja claro ideolog absurda matando,-1.0
93,WtVBQrzvQok,UCf0UBZnp3vJTz1blEJuqTLQ,Laje misógino practicante de lncesto y zoofilia junto a milei verdaderos vomitos de la naturaleza. Que asco y vergüenza..,[0. 0. 0. ... 0. 0. 0.],laje gino practicant lncesto zoofilia junto milei verdadero vomito naturaleza asco verg enza,-1.0
95,WtVBQrzvQok,UCr9Mx8T1bR_azQV6cOV-GOw,Laje no vayas más a Dominicana eres un necio porq expones la ignorancia de los Dominicanos yo no sé porq son tan osados si son brutos la mayoría,[0. 0. 0. ... 0. 0. 0.],laje vaya dominicana necio porq expon ignorancia dominicano porq osado bruto mayor,-1.0
97,WtVBQrzvQok,UCvv7_JEja1ztV5mIPoLw62Q,"....EL LAJE NEOLIBERAL NEONAZI IRRACIONAL, RACISTA, PEDANTE y CORRUPTO de SIEMPRE HABLANDO de su VAGINA INVENTADA y de su AUTO FEMINISMO INEXISTENTE....",[0. 0. 0. ... 0. 0. 0.],laje neoliber neonazi irracion racista pedant corrupto siempr hablando vagina inventada auto feminismo inexistent,-1.0
98,WtVBQrzvQok,UCGXm2KBPKu8GZig6Z9rOIcA,No es tontera y si existe en la actualidad el maltrato a la mujer por el simple hecho de ser MUJER.,[0. 0. 0. ... 0. 0. 0.],tontera exist actualidad maltrato mujer simpl hecho mujer,-1.0
102,xEi4WJVdzBM,UC3Elj-_rObNHCmVULtbNsww,Europa está perdida. Suerte cuando los musulmanes sean la mayoría.,[0. 0. 0. ... 0. 0. 0.],europa perdida suert musulman mayor,-1.0
104,xEi4WJVdzBM,UCu4nIpG6_va3-4-ZrVQLKuQ,"pero de todos modos se ve masculina, en el menton, los rasgos masculinos son dificiles de borrar.  Es el lio que tiene toda persona que hace la transición a mujer, queire borrar sus rasgos masculinos pero no se pueden.  Porque no son mujeres, si fueran mujeres no tuvieran que hacer ninguna transición.",[0. 0. 0. ... 0. 0. 0.],modo masculina menton rasgo masculino dificil borrar toda persona hace transici mujer queir borrar rasgo masculino pueden mujer mujer hacer ninguna transici,-1.0
107,xEi4WJVdzBM,UCwL1ydERjTeZSbk7Bkc7raQ,"Después de que por medio de los abusos sexuales el sistema o estado o políticos  hacen sentir al niño una supuesta atracción por  personas del mismo  sexo; lo convencen de que es una mujer atrapado en el cuerpo de un hombre y automáticamente estarán listos para  cercenar, ablacionar, disecar, arrancar , castrar ,  amputar los genitales de este niño ( porque a un adulto no lo engañan) y en pro de la "" protección de los derechos sexuales del niño"", lo convierten en un engendro que en el mercadeo de la sexualidad no tendrá quien les busque; porque no será atrayente a los homosexuales ( por falta de falo) , ni a las ""mujeres trasgénero"" que se supone que buscan hombres,    ni a los hombres que buscan una mujer verdadera,  ni por lesbianas que buscan otra mujer. Es decir, quedarán en un limbo  psico sexo afectivo y es cuando serán abandonado a su suerte  por quienes le hicieron tanto daño  en su estado de indefension intelectual y emocional,   porque  ellos ya hicieron con este niño su ""labor"", su ""trabajo"". .A los primeros que tendrán que violar sus derechos es a los padres que querrán proteger a sus hijos y para eso están los  ' honorables políticos legisladores""  para hacer las leyes que convenga para tal fin.

A quienes se les práctica la 'conversión sexual"" les harán una vagina. Pero no les dicen lo que sería lidiar con una ""vagina' que no puede producir un trasudado proveniente de un plejo venoso que la rodea  para producir la lubricación natural de la mujer, no tendrán glándulas de Bartoline, no glandula  de Skene,  no tendrán las defensas naturales para evitar contaminación perineal y no tendrá  los receptores de estrógenos que ayuda a proteger los genitales femeninos de infecciones y para su fisiología sexual.   Es decir, probablemente esta ""vagina"" se convertiría en un foco séptico .  Así sería mayor el sufrimiento de las víctimas de aquellos  a quienes se les  ha impuesto   los ""derechos sexuales"" de los niños por parte del estado ""elite"".    ¡ La marca de la bestia!!.",[0. 0. 0. ... 0. 0. 0.],despu medio abuso sexual sistema tico hacen sentir supuesta atracci persona mismo sexo convencen mujer atrapado cuerpo hombr autom ticament listo cercenar ablacionar disecar arrancar castrar amputar genital adulto enga protecci derecho sexual convierten engendro mercadeo sexualidad tendr busqu atrayent homosexual falta falo mujer trasg nero supon buscan hombr hombr buscan mujer verdadera lesbiana buscan mujer decir quedar limbo psico sexo afectivo abandonado suert hicieron indefens intelectu emocion hicieron labor trabajo primero tendr violar derecho padr querr proteg hijo honor tico legislador hacer ley convenga ctica conversi sexual vagina dicen lidiar vagina pued producir trasudado provenient plejo venoso rodea producir lubricaci natur mujer tendr ndula bartolin glandula skene tendr defensa natural evitar contaminaci perin tendr receptor estr geno ayuda proteg genital femenino infeccion fisiolog sexual decir probablement vagina convertir foco ptico mayor sufrimiento ctima aquello impuesto derecho sexual part elit marca bestia,-1.0
112,xEi4WJVdzBM,UCxuubUTQN1H5aRKZEaWWfWQ,"Pobre niña. En unos años que nos cuente cómo va... Depresión, ansiedad, porque.... Toda la vida no se vive de vestiditos ni de ser Spiderman.",[0. 0. 0. ... 0. 0. 0.],pobr cuent depresi ansiedad toda vida vive vestidito spiderman,-1.0
114,xEi4WJVdzBM,UCfIMKvePqa2ZWNnBzuBcssg,Que pena pobre niño con  una madre así.,[0. 0. 0. ... 0. 0. 0.],pena pobr madr,-1.0
116,xEi4WJVdzBM,UC9XmlDIdsBIqX0i270shCqQ,"Abuso infantil a su máxima expresion. Un niño de 9 años nisiquiera sabe que ingrediéntes quierén en su pizza. Que tristeza ver que los padres seán los arquitctos del apocalipsis de sus hijos. SEÑOR, te micericordia de tus niños, porque te pertenecen, libralos de tanta iniquidad que les hán robado su inocencia con doctrinas de demonios. Mi Alma implore y aclama justica por los niños inocentes del mundo, solo tu PADRE tienes el poder para guardarlos bajo tu zombra.",[0. 0. 0. ... 0. 0. 0.],abuso infantil xima expres nisiquiera sabe ingredi nte quier pizza tristeza padr arquitcto apocalipsi hijo micericordia pertenecen libralo tanta iniquidad robado inocencia doctrina demonio alma implor aclama justica inocent mundo solo padr poder guardarlo bajo zombra,-1.0
121,KDCmk1mGU6k,UCIK6yo4wPa6roOJRpq1PIXQ,¿O sea que ahora cualquier hombre puede caminar por las calles de España usando una falda de jean con camiseta y zapatos tenis sin temor a que lo critiquen o agredan?,[0. 0. 0. ... 0. 0. 0.],ahora cualquier hombr pued caminar call espa usando falda jean camiseta zapato teni temor critiquen agredan,-1.0
122,KDCmk1mGU6k,UC-Zaj7e0Ub5r02C8HpBehiw,"Que torcida influencia de esta ideología. Abren un pozo donde no antes había terreno firme. Y tienen todo un sistema para llegar a todo el mundo. No usan armas de fuego, usan ideologías  perversas atacar a la mente y al espíritu.",[0. 0. 0. ... 0. 0. 0.],torcida influencia ideolog abren pozo terreno firm sistema llegar mundo usan arma fuego usan ideolog perversa atacar ment ritu,-1.0
127,KDCmk1mGU6k,UCkzGFeK1YZRzbhPg1Q8s7Ew,"Con lo que dices de la libertad, estás mucho más cerca de la ideología de izquierdas que la de derechas; lo que ocurre es que la izquierda de hoy ha degenerado muchísismo y se ha vuelto dictatorial, autoritaria y superficial. Una vez más, talmente de acuerdo con lo que dices. Estoy totalmente a favor de la igualdad entre el hombre y la mujer y me parecen tan despreciables el machismo como el hembrismo (no sé si se le puede llamar así). Una cosa es la igualdad de oportunidades y la igualdad de derechos y deberes entre hombres y mujeres, y otra cosa es la discriminación positiva. Los hombres y las mujeres somos diferentes y hay habiliades, gustos, cualidades y aficiones, donde hay más hombres y otras en las que hay más mujeres. Vamos a dejar que cada uno elija su profesión, aficiones, etc, idependientemente de su sexo, partiendo porsupuesto de una absoluta igualdad para desarrollar cualquer actividad, tanto para hombres como para mujeres",[0. 0. 0. ... 0. 0. 0.],dice libertad cerca ideolog izquierda derecha ocurr izquierda degenerado much sismo vuelto dictatori autoritaria superfici talment acuerdo dice totalment favor igualdad hombr mujer parecen despreci machismo hembrismo pued llamar cosa igualdad oportunidad igualdad derecho deber hombr mujer cosa discriminaci positiva hombr mujer diferent habiliad gusto cualidad aficion hombr mujer vamo dejar cada elija profesi aficion idependientement sexo partiendo porsupuesto absoluta igualdad desarrollar cualquer actividad hombr mujer,-1.0
135,KDCmk1mGU6k,UC2qQXJjgFcDVdnvLBXy26AA,ASI MISMO ES ...#COMUNISMOCONTUMAZFALAZ...NUNCA JAMAZ...#VOTOMASIVOXVOX...ALLI TODOS LOS BUENOS TENDREMOS VOZ !,[0. 0. 0. ... 0. 0. 0.],mismo comunismocontumazfalaz nunca jamaz votomasivoxvox alli bueno,-1.0
136,KDCmk1mGU6k,UCeVa7Kla5PKzFcGVwxiHyIA,Soy español y llevo 10 años en Estados Unidos y aquí con lo del “wokism” se les fue de las manos. En algunos estados Están hormonando a niños y niñas incluso sin el consentimiento de los padres. Algunas escuelas les ocultan a los padres que su hijo/a cambio de nombre. A mi la ley trans aquí y ahí me parece una aberración en ese sentido. Madre mía cómo está el panorama.,[0. 0. 0. ... 0. 0. 0.],espa llevo unido wokism mano hormonando incluso consentimiento padr escuela ocultan padr hijo cambio nombr tran parec aberraci madr panorama,-1.0
140,iyCHxB7wdeQ,UCH8nZGAkEfOcMYKJNBAVJLA,"IGUALDAD ANTE LA LEY
Eso no existe ya en muchos países, con la idea de equiparar a ambos géneros, hoy se les fue la nano, y los hombres, ya no tienen derechos, y según algunas leyes, ser hombre es peor que ser una baboza.",[0. 0. 0. ... 0. 0. 0.],igualdad exist idea equiparar ambo nero nano hombr derecho ley hombr peor baboza,-1.0
