,video_id,author,comment,vectores_tfidf,comment_stem,sentiment
63,BUbXwUbarNI,UCYpKumaJqmpa39wMIJAPSgQ,"En Sudamérica ya nadie habla español, todos hablan un extraño dialecto sin sentido, especialmente los chilenos y argentinos. 😔😔😔",[0. 0. 0. ... 0. 0. 0.],sudam rica nadi habla espa hablan extra dialecto especialment chileno argentino,0.0
64,BUbXwUbarNI,UCtK6Jz05o1hKouYvXY_bECw,"Buenas tarde , con el respeto y admiración que se merecen los que hacen esta publicaciones recuerdo a los investigadores de esta pagina que la isla La Española en la actualidad y desde inicio del siglo xix ha estado dividida en lo que es la Republica de Haití y la Republica Dominicana no un solo pais como lo mencionan el documental Fueron territorios de ESPAÑA pero YA NO hablan español. Hago el comentario como una forma de contribuir a que las informaciones sean puesta correctamente puesto que lo ven  y lo escuchan un sin numero de personas de todos los niveles de conocimientos",[0. 0. 0. ... 0. 0. 0.],buena tard respeto admiraci merecen hacen publicacion recuerdo investigador pagina isla espa actualidad inicio siglo dividida republica hait republica dominicana solo pai mencionan document territorio espa hablan espa hago comentario forma contribuir informacion puesta correctament puesto escuchan numero persona nivel conocimiento,0.0
65,BUbXwUbarNI,UCmqnkNTrtD6rqEcs83c1Qig,"Hay que aclarar que esos territorios fueron apropiados por la corona española, y no por los súbditos, que  son sólo eso...súbditos.",[0. 0. 0. ... 0. 0. 0.],aclarar territorio apropiado corona espa bdito bdito,0.0
66,BUbXwUbarNI,UCtgt-mq1EbTSkQdcAYV5Qbw,Desconocia esa historia. gracias por traermela,[0. 0. 0. ... 0. 0. 0.],desconocia historia gracia traermela,0.0
67,BUbXwUbarNI,UChz4H8vZyNqOreNY27Qz_Xg,falta Sidi Ifni,[0. 0. 0. ... 0. 0. 0.],falta sidi ifni,0.0
68,BUbXwUbarNI,UCbUo8x24v429hWgIpvTzgkA,"BUENAS TARDES

Hay un uso erroneo de las banderas en el video, no solo de la española, sino de la inglesa/britanica (que no es lo mismo), la francesa y la estadounidense.

Al usar la bandera española, usa la bandera de la Cruz de Borgoña Imperial en casos que tendría que usar la badera rojigualda🇪🇦, en uso desde el reinado de Carlos III, por el año de los hechos históricos, como cuando habla de la venta de las islas de Oceania a Alemania, la perdida de territorios en la guerra 🇪🇦hispano-norteamericana🇺🇲, o la perdida de Haiti ante Francia (también aquí pone la bandera tricolor🇫🇷 tras la revolución francesa cuando deberia poner la bandera de los borbones blanca con flores de lis azules)

Hay también errores en la bandera usada por Inglaterra/Gran Bretaña, antes del Reino Unido, que no pasó de ser la bandera de la Cruz de San Jorge en rojo sobre fondo blanco🏴󠁧󠁢󠁥󠁮󠁧󠁿 a ser la unión de las banderas de Inglaterra, Escocia e Irlanda en epoca de la dinastia inglesa de los Hannover, aproximadamente poco antes del establecimiento de las 13 colonías americanas y de la revolución americana contra Gran Bretaña, como entonces se denominaba, no el Reino Unido, con el Acta de la Union Jack, primero sin el Aspa de la Cruz de San Andrés, ésta incluida posteriormente cuando se formó el Reino Unido de Gran Bretaña e Irlanda (🏴󠁧󠁢󠁥󠁮󠁧󠁿+🏴󠁧󠁢󠁳󠁣󠁴󠁿+🇯🇪=🇬🇧), y que tras la independencia de la República Libre de Irlanda (Eire), su nombre pasó a ser Reino Unido de Gran Bretaña e Irlanda del norte, no habiendo cambios en la bandera y conservando la Cruz de San Andrés en su bandera🇬🇧.

La bandera de la antigua Alemania en esa época está bien usada.

Y a la de EE.UU. hay que quitarle estrellas en cada momento histórico 🇺🇲-⭐️-⭐️-⭐️-⭐️-⭐️... 😉

En internet hay suficientes imagenes de banderas para que hubiesen sido utilizadas correctamente, salvo que estos hechos los ignorase... 🤔📖📚

Después, mencionar tambien que faltan muchos, muchos territorios y paises donde se habló español y donde actualmente o no se habla o su uso es residual.

Como muchos han señalado, hay dos casos muy graves al no haber sido mencionados, aunque hay otros muchos: Filipinas y el Sahara Occidental.

Si requiere asesoramiento al hacer sus vídeos, puede preguntarme. Encantado de poderle ayudar.

UN SALUDO",[0. 0. 0. ... 0. 0. 0.],buena tard erroneo bandera video solo espa sino inglesa britanica mismo francesa estadounidens usar bandera espa bandera cruz borgo imperi caso tendr usar badera rojigualda reinado carlo hecho hist rico habla venta isla oceania alemania perdida territorio guerra hispano norteamericana perdida haiti francia tambi pone bandera tricolor tra revoluci francesa deberia poner bandera borbon blanca flore azul tambi error bandera usada inglaterra gran breta reino unido bandera cruz jorg rojo fondo blanco bandera inglaterra escocia irlanda epoca dinastia inglesa hannov aproximadament establecimiento colon americana revoluci americana gran breta entonc denominaba reino unido acta union jack primero aspa cruz andr incluida posteriorment form reino unido gran breta irlanda tra independencia blica libr irlanda eir nombr reino unido gran breta irlanda nort cambio bandera conservando cruz andr bandera bandera antigua alemania poca bien usada quitarl estrella cada momento hist rico internet suficient imagen bandera sido utilizada correctament salvo hecho ignoras despu mencionar tambien faltan territorio pais habl espa actualment habla residu alado caso grave haber sido mencionado aunqu filipina sahara occident requier asesoramiento hacer deo pued preguntarm encantado poderl ayudar saludo,0.0
69,BUbXwUbarNI,UCYqTEZ1EtVkOfBCHyc79ZmQ,"No importa que ya no sea asi, buena suerte para esos paises que de seguro se sienten bien hablando otro idioma como por ejemplo Filipina y Jamaica! El idioma español deberia solo hablarse en España. España no merece mas que eso y bien fuera que  los paises donde hablan castellano hablaran ingles, frances, holandes o aleman.  De poco sirve para  España que otros paises hablen esa lengua y lo poco que ellos saben es criticar y sentir que creen que hablan mejor que los demas cuando ellos mismos muestran mucha ignorancia.",[0. 0. 0. ... 0. 0. 0.],importa buena suert pais seguro sienten bien hablando idioma ejemplo filipina jamaica idioma espa deberia solo hablars espa espa merec bien pais hablan castellano hablaran ingl franc holand aleman sirv espa pais hablen lengua saben criticar sentir creen hablan mejor dema mismo muestran mucha ignorancia,0.0
71,BUbXwUbarNI,UCLrtqbwDHDMtQmwdbgWEEMQ,Faltó mencionar a Trinidad y Tobago.,[0. 0. 0. ... 0. 0. 0.],falt mencionar trinidad tobago,0.0
72,BUbXwUbarNI,UCTAJ1YSoFs__MdztxeJVmEw,"Usted tiene una especie de arroz con mango en sus datos, lo primero es que la isla La Hispaniola, no es actualmente Haití, está dividida en dos países, Republica Dominicana y Haití, segundo, el fuerte de la navidad no se construyó en lo que hoy es Haití, fue construido en la provincia que hoy se llama Montecristi, actual Republica Dominicana...

Decirle en adición que la región de flandes fue posesión española por muchisimos años, y no se habla español como idioma nativo ni en Bélgica, y mucho menos en Holanda.
Que las regiones de Sicilia y Naooles en el sur de Italia fueron territorio de la corona española desde el siglo 13 y hasta la revolución francesa, y tampoco se habla español en esos lugares.

Saludos",[0. 0. 0. ... 0. 0. 0.],ust especi arroz mango dato primero isla hispaniola actualment hait dividida republica dominicana hait segundo fuert navidad construy hait construido provincia llama montecristi actual republica dominicana decirl adici regi fland posesi espa muchisimo habla espa idioma nativo lgica meno holanda region sicilia naool italia territorio corona espa siglo revoluci francesa tampoco habla espa lugar saludo,0.0
74,BUbXwUbarNI,UC5ds8_hAkXopweLR4DA20Ew,Genocidio japonés y anglo de EEUU de hispanos en Filipinas y en el resto de islas los anglos.,[0. 0. 0. ... 0. 0. 0.],genocidio japon anglo eeuu hispano filipina resto isla anglo,0.0
75,BUbXwUbarNI,UCosxxRsOASXHYYzAcy6tL5Q,Confundes la expansión territorial con la expansión lingüística... A kos españoles no les interesó expandir su idioma entre los indigenas... La expansión proviene de los gobiernos independentistas formados poe criollos... Sin criollos españoles no hay idioma español en ningún territorio...,[0. 0. 0. ... 0. 0. 0.],confund expansi territori expansi ling stica espa ole inter expandir idioma indigena expansi provien gobierno independentista formado criollo criollo espa ole idioma espa ning territorio,0.0
76,BUbXwUbarNI,UC40BPNbV_SuJzTF2bRIFn1A,"También España fundó 2 asentamientos, que aún existen, en Alaska ....Córdova y Valdez....ya que te acordaste de Nutka,también éstos se podrían incluir....!!!😉😉😉",[0. 0. 0. ... 0. 0. 0.],tambi espa fund asentamiento existen alaska rdova valdez acordast nutka tambi sto podr incluir,0.0
78,BUbXwUbarNI,UCxXVNSlK4QUtTsK4AFUu7xg,"Conquistaron a los estado Unidos de América? Este tío no tiene ni idea, menudo revuelto tiene en la cabeza",[0. 0. 0. ... 0. 0. 0.],conquistaron unido rica idea menudo revuelto cabeza,0.0
80,OgQigaDkZ5s,UCyuH8LBMElHDwMaSa_kZadA,"SUSCRIBETE AQUI ✅️🔔❣️
https://www.youtube.com/channel/UCyuH8LBMElHDwMaSa_kZadA?sub_confirmation=1

Conviértete en miembro de este canal para disfrutar de ventajas 👇❣️
https://www.youtube.com/channel/UCyuH8LBMElHDwMaSa_kZadA/join
 
VIDEOS de tu interés 👇

Cuanto gasto mensualmente en Madrid 👇
https://youtu.be/jQ4HqEbvXfo

Visa rechazada en Canadá 👇
https://youtu.be/KfEIBMoqOtI

Que preguntan en migración España 👇
https://youtu.be/Cn_O1wgT7dY

Emigrar de España a Luxemburgo 👇
https://youtu.be/pLsepVzK6LA",[0. 0. 0. ... 0. 0. 0.],suscribet aqui http youtub channel ucyuh lbmelhdwmasa kzada confirm convi rtete miembro canal disfrutar ventaja http youtub channel ucyuh lbmelhdwmasa kzada join video inter cuanto gasto mensualment madrid http youtu hqebvxfo visa rechazada canad http youtu kfeibmoqoti preguntan migraci espa http youtu emigrar espa luxemburgo http youtu plsepvzk,0.0
82,OgQigaDkZ5s,UC8uvQqClvVG4hqainrcmPbA,Y por qué no mencionas que no se bañan? A ver si por fin se dignan a hacerlo,[0. 0. 0. ... 0. 0. 0.],menciona dignan hacerlo,0.0
83,OgQigaDkZ5s,UCewknTz3dZQkAzgU1Hi4omg,"Pues si tenemos el volumen más alto, pero luego resulta que muchos turistas traspasan las fronteras hacia España y hablan con un volumen muy alto también. Si somos directos y me encanta y sin ánimo de ofender  a muchos  españoles no nos gusta la manera que tenéis de hablar dándole vueltas y vueltas a las frases total para llegar a lo que nosotros decimos directamente. Tengo amigos Venezolanos, Colombianos, Cubanos, Nicaragüenses., Brasileños.e.t.c ...y todos me dicen que sus países son muy racistas y que incluso en los colegios en algunos paises  enseñan la leyenda negra sobre España y van creciendo pensando  que nosotros los odiamos, y que luego se llevan la gran sorpresa al llegar a España de que les han estado mintiendo d, que no los odiamos sino que ,os queremos.   , También son paises muy pero que muy homófobos, mucho más que España. Que aquí hay racistas sin duda,  pero desde luego mucho menos que mucho paises hispanoamericanos e iberoamericanos.",[0. 0. 0. ... 0. 0. 0.],pue volumen alto luego resulta turista traspasan frontera hacia espa hablan volumen alto tambi directo encanta nimo ofend espa ole gusta manera hablar ndole vuelta vuelta frase total llegar decimo directament amigo venezolano colombiano cubano nicarag ens brasil dicen racista incluso colegio pais ens leyenda negra espa creciendo pensando odiamo luego llevan gran sorpresa llegar espa mintiendo odiamo sino queremo tambi pais fobo espa racista duda luego meno pais hispanoamericano iberoamericano,0.0
85,OgQigaDkZ5s,UCiZfwCO_cwhFbbvrRz7GNPA,"Estuvo chévere, si queremos 2da parte",[0. 0. 0. ... 0. 0. 0.],vere queremo part,0.0
86,OgQigaDkZ5s,UCOoIFlYI9fgDD-ITmrEwlaw,No encontraras otro pais con mas calidad de vida,[0. 0. 0. ... 0. 0. 0.],encontrara pai calidad vida,0.0
88,OgQigaDkZ5s,UCIKbQ6FGplYhI2ijv52C6Iw,"Algunos hispanoamericanos se quejan de que el español de España les suena muy duro, directo, seco, imperativo y como un habla militar, algo muy distinto del español que se habla en Hispanoamérica que es mucho más suave, tranquilo, sonoro y melodioso.
No obstante los Hispanoamericanos deben comprender que los españoles somos europeos y nuestra historía, cultura y genética nos marca y hace que hablemos de esa forma, pero que ni es mejor ni peor. Es simplemente  una manera de hablar diferente pero que ni es racista ni ofensiva hacia nadie (los españoles nos hablamos entre nosotros mismos de manera idéntica).
No obstante si quiero dar un consejo a los hispanoamericanos: Los españoles somos muy directos y marear un asunto con muchas palabras para decir muy poco o llegar a una conclusión del asunto demasiado tarde nos exaspera, pues nuestra medida del tiempo parece ser diferente a la vuestra  y pensamos que estamos perdiendo un tiempo precioso. 
No obstante un hispanoamericano, independientemente de su raza o cultura, se integrará rápidamente si demuestra respeto por nuestras leyes, es laborioso, es honrado y se adapta a nuestras costumbres  (que por cierto son muy diferentes a las de Hispanoamérica).",[0. 0. 0. ... 0. 0. 0.],hispanoamericano quejan espa espa suena duro directo seco imperativo habla militar distinto espa habla hispanoam rica suav tranquilo sonoro melodioso obstant hispanoamericano deben comprend espa ole europeo histor cultura tica marca hace hablemo forma mejor peor simplement manera hablar diferent racista ofensiva hacia nadi espa ole hablamo mismo manera ntica obstant quiero consejo hispanoamericano espa ole directo marear asunto mucha palabra decir llegar conclusi asunto demasiado tard exaspera pue medida tiempo parec diferent pensamo perdiendo tiempo precioso obstant hispanoamericano independientement raza cultura integrar pidament demuestra respeto ley laborioso honrado adapta costumbr cierto diferent hispanoam rica,0.0
89,OgQigaDkZ5s,UCWDDnFLwclRxRtOC1h8eEpg,Muy buen vídeo 👌,[0. 0. 0. ... 0. 0. 0.],buen,0.0
92,OgQigaDkZ5s,UColUAqW9nzzgnWs2n3bbv7w,"Mientras que uno venga a respetar las leyes, trabajar e integrarse, aquí todos son bienvenidos. Peeeero... siempre hay algún imbécil que no quiere nada que no venga de sí mismo, aquí en España y en cualquier país. Eso no tiene que ver con donde hayas nacido, sino en cómo seas como ser humano, vamos digo yo. Un saludo",[0. 0. 0. ... 0. 0. 0.],mientra venga respetar ley trabajar integrars bienvenido peeeero siempr quier venga mismo espa cualquier nacido sino humano vamo digo saludo,0.0
94,OgQigaDkZ5s,UCPNOsuk27L83tTBCQOmCFJA,"Los españoles socialmente tenemos un mandamiento muy en cuenta: ""vive y deja vivir"".",[0. 0. 0. ... 0. 0. 0.],espa ole socialment mandamiento cuenta vive deja vivir,0.0
96,OgQigaDkZ5s,UCZEELmkHmu-YGs0Cb8yG0WA,"Qué manía con Latinoamérica que es un invento inglés para desprestigiar al imperio español  ; pero vosotros no sois latinoamericanos , sois hispanoamericanos ;  los latinos somos los españoles ,  portugueses , franceses ,  italianos ,  rumanos y algún otro y nada que ver como digo con los latinoamericanos que no son tal ,  son hispanoamericanos",[0. 0. 0. ... 0. 0. 0.],latinoam rica invento ingl desprestigiar imperio espa latinoamericano hispanoamericano latino espa ole portugues frances italiano rumano digo latinoamericano hispanoamericano,0.0
98,OgQigaDkZ5s,UCGjj8diNEWxL7bDrbejIw0Q,Que viva España,[0. 0. 0. ... 0. 0. 0.],viva espa,0.0
99,OgQigaDkZ5s,UCsH9YcrO6DTaW3qAaOvxLxQ,Mientras vivas aquí es propio el tenemos 🔍,[0. 0. 0. ... 0. 0. 0.],mientra viva propio,0.0
103,dd8wyGAgbgY,UCgGqw4aqMdMVSGkKiMgrJRQ,Aló mejor y en Guatemala. Haya una segunda parte de los chapín awards.,[0. 0. 0. ... 0. 0. 0.],mejor guatemala segunda part chap award,0.0
104,dd8wyGAgbgY,UCgGqw4aqMdMVSGkKiMgrJRQ,Quise mirar algo nuevo sobre España también con Alejandro.,[0. 0. 0. ... 0. 0. 0.],quis mirar nuevo espa tambi alejandro,0.0
105,dd8wyGAgbgY,UCGW5jJRo-e3vlHtGVn1GJqQ,"Solo que los españoles no saben de geografía,le llaman south América a América latina.",[0. 0. 0. ... 0. 0. 0.],solo espa ole saben geograf llaman south rica rica latina,0.0
108,dd8wyGAgbgY,UCFn6u29PG9oEtB5psCCX7yA,No t excuses..asi son verdrament los españoless 😒,[0. 0. 0. ... 0. 0. 0.],excus verdrament espa oless,0.0
109,dd8wyGAgbgY,UC2g-SC6TmC0IvbG0DXDdY5A,Nose si seguis ahi o no pero porfavor andate a la M de Guate jaja,[0. 0. 0. ... 0. 0. 0.],nose segui porfavor andat guat jaja,0.0
