,video_id,author,comment,vectores_tfidf,comment_stem,sentiment,hateful,targeted,aggresive
15,hL1VUOOGWFw,UCS4Lf8TEnYvSOiawzzorZqQ,"EL FEMINISMO ES UN MOVIMIENTO CONSTRUCTIVO O ES UN MOVIMIENTO DESTRUCTIVO? NO REPITAMOS COMO PERICOS LO QUE NOS DICEN SIN SABER SI ES VERDAD O MENTIRA, APRENDAMOS A VER Y OBSERVAR, APRENDAMOS A ANALIZAR, A SER CRITICOS Y A SACAR NUESTRAS PROPIAS CONCLUSIONES, PARA CONOCER REALMENTE SI UNA PERSONA ES CONSTRUCTIVA O DESTRUCTIVA NO LE CREAS LO QUE TE DICE CREE EN LO QUE REALMENTE HACE, HECHOS NO PALABRAS, YA QUE ENTENDIMOS ESO, SAQUEMOS NUESTRAS PROPIAS CONCLUSIONES AL ANALIZAR LO QUE DICE EL FEMINISMO Y LO QUE REALMENTE HACE EL FEMINISMO. 
EL FEMINISMO DICE QUE BUSCA LA IGUALDAD ENTRE EL HOMBRE Y LA MUJER Y LO QUE REALMENTE HACE ES LEGISLAR LUGARES EXCLUSIVOS PARA LAS MUJERES EN TODOS LOS AMBITOS DE LA SOCIEDAD, LA PALABRA EXCLUSIVO VIENE DE EXCLUIR (:QUE ES UNICO Y ELIMINA A LOS DEMAS) Y TODO LO QUE ES EXCLUSIVO PARA LAS MUJERES EXCLUYE A LOS HOMBRES Y ESO NO ES IGUALDAD, ES SUPREMACIA. 
ENTONCES ANALICEMOS CON EL RAZONAMIENTO Y NO CON LA EMOCIONALIDAD LO SIGUIENTE: 
EL FEMINISMO BUSCA LA IGUALDAD ENTRE HOMBRES Y MUJERES? O ES MENTIRA Y ES UN ENGAÑO? 
EL FEMINISMO PROMUEVE LA UNION ENTRE HOMBRES Y MUJERES? O PROMUEVE EL ODIO Y LA DIVISION?
ENTONCES EL FEMINISMO ES UN MOVIMIENTO CONSTRUCTIVO? O ES UN MOVIMIENTO DESTRUCTIVO?
APRENDAMOS A NO DEJARNOS ENGAÑAR, NO CREAMOS EN LO QUE DICEN SINO REALMENTE EN LO QUE HACEN",[0. 0. 0. ... 0. 0. 0.],feminismo movimiento constructivo movimiento destructivo repitamo perico dicen saber verdad mentira aprendamo observar aprendamo analizar critico sacar propia conclusion conoc realment persona constructiva destructiva crea dice cree realment hace hecho palabra entendimo saquemo propia conclusion analizar dice feminismo realment hace feminismo feminismo dice busca igualdad hombr mujer realment hace legislar lugar exclusivo mujer ambito sociedad palabra exclusivo vien excluir unico elimina dema exclusivo mujer excluy hombr igualdad supremacia entonc analicemo razonamiento emocionalidad siguient feminismo busca igualdad hombr mujer mentira enga feminismo promuev union hombr mujer promuev odio divis entonc feminismo movimiento constructivo movimiento destructivo aprendamo dejarno enga creamo dicen sino realment hacen,0.0,,,
16,hL1VUOOGWFw,UC97mCclUpqfeoyje8aNaQww,"Si claro si queréis sacar pechos os óperais las tetas,,, si no fuese por el hombre aún viviríamos en cuevas y no tendrían ni para maquillarse las señoritas, haber quien invento todo",[0. 0. 0. ... 0. 0. 0.],claro quer sacar pecho perai teta hombr vivir amo cueva tendr maquillars orita haber invento,0.0,,,
17,hL1VUOOGWFw,UCRbhuHBKKeBaJEkTsGC_p4g,"Feminismo actual divertido debate
https://youtu.be/bjylYBL7zfs?si=IorO168hTkBO3ret",[0. 0. 0. ... 0. 0. 0.],feminismo actual divertido debat http youtu bjylybl ioro htkbo,0.0,,,
18,Q17aWaMXyvs,UCjZ4id7dv0b-Zlp2ZJVboqA,Esa mujer es muy inteligente justa y capaz pero además sin miedo a esa bola de locos y sus ideas estúpidas,[0. 0. 0. ... 0. 0. 0.],mujer inteligent justa capaz adem miedo bola loco idea pida,0.0,,,
19,Q17aWaMXyvs,UCLQMWOcMQoKNd7BYGYHiq7g,Cuantaaaaa verdad  aplausos,[0. 0. 0. ... 0. 0. 0.],cuantaaaaa verdad aplauso,0.0,,,
20,Q17aWaMXyvs,UCT_l8DQ2azMDNGCm2euOzpQ,"Orale, soy mexicano pero como le hago para votar por ella? ",[0. 0. 0. ... 0. 0. 0.],oral mexicano hago votar,0.0,,,
21,Q17aWaMXyvs,UCsM8D2koSaG0kBQHYSq7Z3A,Que grabde,[0. 0. 0. ... 0. 0. 0.],grabd,0.0,,,
22,Q17aWaMXyvs,UCFvZdEysuDgLHcw9nDLZW_g,"Me encanto el mensaje asi es somos complementos, tengo padre, hermanos, madre hermana y no me gusta lo que el feminismo nos hace a los hombres.",[0. 0. 0. ... 0. 0. 0.],encanto mensaj complemento padr hermano madr hermana gusta feminismo hace hombr,0.0,,,
23,Q17aWaMXyvs,UCRtrhR6U5TEu_-sit1mI_jA,Viva VOX!!! La única esperanza de España,[0. 0. 0. ... 0. 0. 0.],viva nica esperanza espa,0.0,,,
24,Q17aWaMXyvs,UC_HH52Mt0fkCBO5hQSGHVaw,El nivel de expresar de esta señora sobre pasa a todos en ese lugar,[0. 0. 0. ... 0. 0. 0.],nivel expresar pasa lugar,0.0,,,
25,Q17aWaMXyvs,UCEQnI48KIsexmTu9cya1ObQ,"Tantos idiomas en el mundo, y decidió hablar con la verdad. Las cosas claras y objetivas 👏🏻",[0. 0. 0. ... 0. 0. 0.],tanto idioma mundo decidi hablar verdad cosa clara objetiva,0.0,,,
26,Q17aWaMXyvs,UCd8xM38riBa23hcgOeTjhSQ,Vamos Caminando Juntos! El ÚNICO partido político que está con la gente!!! Vox al contenedor de la BASURA!!!,[0. 0. 0. ... 0. 0. 0.],vamo caminando junto nico partido tico gent contenedor basura,0.0,,,
27,Q17aWaMXyvs,UCufU8lsay061n_DejKO4Big,"Como mujer española y joven, aplaudo a esta mujer. Todo lo que has dicho es una verdad como una casa!",[0. 0. 0. ... 0. 0. 0.],mujer espa joven aplaudo mujer dicho verdad casa,0.0,,,
28,CzAEvUdJbBU,UCf-2ocWM-FC6dfK2s__-dGQ,La RAE lo cambio alguien,[0. 0. 0. ... 0. 0. 0.],cambio alguien,0.0,,,
29,CzAEvUdJbBU,UCMQZ1yUQU4rfUs1SHQls9bQ,"La verdad es que la RAE fue utilizada ideológicamente para darle ese significado a esa palabra ""feminismo"". A mi concepto ""feminismo"" es algo relacionado a las mujeres, a las féminas. Estoy seguro que la RAE nunca hubiera aceptado llamarle ""masculinismo"" a la igualdad entre los hombres y las mujeres.",[0. 0. 0. ... 0. 0. 0.],verdad utilizada ideol gicament darl significado palabra feminismo concepto feminismo relacionado mujer mina seguro nunca aceptado llamarl masculinismo igualdad hombr mujer,0.0,,,
30,CzAEvUdJbBU,UC1VVqHIyDqKQWY-HVt2tCRw,Que viva el machismo,[0. 0. 0. ... 0. 0. 0.],viva machismo,0.0,,,
31,CzAEvUdJbBU,UCSsjXdsxwHOcfoCq1222OGg,No estoy de acuerdo q el feminismo sea la igualdad ..xq las 2 cosas son opuestas..sino así dirias q el feminismo es lo correcto y el machismo lo incorrecto..q estoy de acuerdo con esto último ..,[0. 0. 0. ... 0. 0. 0.],acuerdo feminismo igualdad cosa opuesta sino diria feminismo correcto machismo incorrecto acuerdo ltimo,0.0,,,
32,CzAEvUdJbBU,UCkYfHpsJdJfkCOnvSwqzJNg,Pero el machismo no era bueno?,[0. 0. 0. ... 0. 0. 0.],machismo bueno,0.0,,,
33,CzAEvUdJbBU,UCmCz8pue9QdPtO9Pwt2XUpQ,Feminismo no es iwaldad.,[0. 0. 0. ... 0. 0. 0.],feminismo iwaldad,0.0,,,
34,CzAEvUdJbBU,UCfxOQNu4JpOh0grjhVHh8nQ,"No conozco este youtuber así que no sé desde qué lugar habla, pero la RAE si vamos al caso, no tiene ninguna clase de imparcialidad, por lo tanto alguien que no es imparcial (o sea RAE feminista y gay) no es digno de ser tenido en cuenta.",[0. 0. 0. ... 0. 0. 0.],conozco youtub lugar habla vamo caso ninguna clase imparcialidad alguien imparci feminista digno cuenta,0.0,,,
35,wun4hWsx67s,UCX-YgmbphqnutIQMEcFdS7A,Que locura,[0. 0. 0. ... 0. 0. 0.],locura,0.0,,,
36,wun4hWsx67s,UCc72Z_LduRxlMKwnP1CpxXw,"Derecho humano es respetar a los humanos.
Los trans no serían humanos si no raros que hagan su propia isla y autoeluminense...
Y respeten a los humanos...",[0. 0. 0. ... 0. 0. 0.],derecho humano respetar humano tran humano raro hagan propia isla autoeluminens respeten humano,0.0,,,
37,wun4hWsx67s,UCRaPAKi0fDW6ropA0dFpZWg,"Feminismo vs LGTBQ?

Esto se va poner muy xdd",[0. 0. 0. ... 0. 0. 0.],feminismo lgtbq poner,0.0,,,
38,wun4hWsx67s,UC_KcKJ6sGIvCGDCtEKQzTPQ,Madre mia para todes 😂😂😂,[0. 0. 0. ... 0. 0. 0.],madr tode,0.0,,,
39,wun4hWsx67s,UCZWg6ilpYPDDbb3e5E8A6iw,"y un espacio seguro para Todas, todos, todes y Toddys?",[0. 0. 0. ... 0. 0. 0.],espacio seguro toda tode toddi,0.0,,,
40,wun4hWsx67s,UC6K-Inbysr-7sGAs_ybgCMQ,Ola soy aliade,[0. 0. 0. ... 0. 0. 0.],aliad,0.0,,,
41,wun4hWsx67s,UCQD5DPFrNZbA9w3MfukUfKw,Qué CIRCO!!!,[0. 0. 0. ... 0. 0. 0.],circo,0.0,,,
42,EdxQ6wZMxCY,UCi0yWIqF1Yz4D6uY4D6fGUw,"Feliz navidad a todas nuestras queridas feministas ¡¡¡¡¡ ;-)
https://www.youtube.com/watch?v=ETex6vUVukA",[0. 0. 0. ... 0. 0. 0.],feliz navidad toda querida feminista http youtub watch etex vuvuka,0.0,,,
43,EdxQ6wZMxCY,UC1gC-4WK-wSwHRRM4a5AIqQ,Miren la descripción .,[0. 0. 0. ... 0. 0. 0.],miren descripci,0.0,,,
44,EdxQ6wZMxCY,UCwwe5MxqOWJZNycEv3_FHgg,"Está buena tu opinión pero yo no con el fiminismo no estoy de acuerdo con eso por que 
Como tal un hombre es mas difícil qur un hombre tiene más presión social xd",[0. 0. 0. ... 0. 0. 0.],buena opini fiminismo acuerdo hombr hombr presi social,0.0,,,
45,EdxQ6wZMxCY,UCvh775O04Dc1C7fUCXDeOag,"Ese es el feminismo que apoyo, uno que busca igualdad tanto para los hombres como para las mujeres. Y claro se enfoca en las mujeres porque ese es su objeto.",[0. 0. 0. ... 0. 0. 0.],feminismo apoyo busca igualdad hombr mujer claro enfoca mujer objeto,0.0,,,
46,EdxQ6wZMxCY,UCrN8oMNKhiUZNOux5XdCkKA,"Feminismo: derecho a la vida 0:19 
Nosotros al ver que piden aborto legal y seguro: y con que derecho lo dices tu?",[0. 0. 0. ... 0. 0. 0.],feminismo derecho vida piden aborto legal seguro derecho dice,0.0,,,
47,EdxQ6wZMxCY,UCcIJSxvW4ePNCM-nhigWCpQ,"Miren esto porfa 0:12 y 0:54
Se contradice sola 
el feminismo sólo es una broma",[0. 0. 0. ... 0. 0. 0.],miren porfa contradic sola feminismo broma,0.0,,,
48,EdxQ6wZMxCY,UCPLTry1JHaozphiFjOIYnSg,NO MIRES MI COMENTARIO SI NOO QUIERES MASTURBARTE,[0. 0. 0. ... 0. 0. 0.],mire comentario quier masturbart,0.0,,,
49,EdxQ6wZMxCY,UCeLASkq7crU-IksIvOUT8QA,"La igualdad se va dar hasta que aprendamos y entendamos que somos complemento y que desterremos eso conceptos extremos como el machismo y feminismo.
Y que entedamos y nos metamos en la cabeza que somos seres humanos, y por lo tanto para sobrevivir en este universo infinito debemos de tener conciencia que solo respetandonos alcanzaremos la igual , y no con movimientos sociales y penas mas severas, eso no resuelve nada y solo hace que aumente el odio entre hombres y mujeres.",[0. 0. 0. ... 0. 0. 0.],igualdad aprendamo entendamo complemento desterremo concepto extremo machismo feminismo entedamo metamo cabeza sere humano sobrevivir universo infinito debemo tener conciencia solo respetandono alcanzaremo igual movimiento social pena severa resuelv solo hace aument odio hombr mujer,0.0,,,
50,NYe3YsxYBis,UCB0Hb6Yaz6zWMeCTKfE7SkA,Las redes la critica? Pues hasta ahora no encuentro una queja😅,[0. 0. 0. ... 0. 0. 0.],rede critica pue ahora encuentro queja,0.0,,,
51,NYe3YsxYBis,UCCTryqacRukuEJFbwdYfptg,Hasta carnita asada y chelas hubo,[0. 0. 0. ... 0. 0. 0.],carnita asada chela,0.0,,,
52,NYe3YsxYBis,UCQ_A7PGmMgY5snSOBeV53pw,Ella tiene toda la razon.,[0. 0. 0. ... 0. 0. 0.],toda razon,0.0,,,
53,NYe3YsxYBis,UCkXlll9YqY0zGBWbzFVM2fg,Mis respeto y admiración,[0. 0. 0. ... 0. 0. 0.],respeto admiraci,0.0,,,
54,NYe3YsxYBis,UCulNXf_S_bq0W0hsPwyWnXw,Nunca pensé estar tan de acuerdo con la mars.,[0. 0. 0. ... 0. 0. 0.],nunca pen acuerdo mar,0.0,,,
55,NYe3YsxYBis,UCOD8QosMa3wY0wSsQMu49_w,Y donde esta la mentira?,[0. 0. 0. ... 0. 0. 0.],mentira,0.0,,,
56,NYe3YsxYBis,UC0rTc1GuAy9k8HVLwZQ5sgA,"bravoooo!!!. 
Fuero a las FEMINAZIS😂",[0. 0. 0. ... 0. 0. 0.],bravoooo fuero feminazi,0.0,,,
57,NYe3YsxYBis,UCdcB2d_L8Td2fJbMPVMfTrg,Por fin una joven que tiene cerebro!!!! Ojalá  haya mas chicos como ella!!!!,[0. 0. 0. ... 0. 0. 0.],joven cerebro ojal chico,0.0,,,
58,HLrwQWfTFUA,UCyZKnwm9PIcWOl3riDWKcBw,"Lo lamento chicas, pero sus razones que existan hay verdades ocultas...  el Amor incondicional no entiende de razones ocultas, porque la Razon va contra todo principio y el fin es La verdad que es desde ahi su inicio...",[0. 0. 0. ... 0. 0. 0.],lamento chica razon existan verdad oculta amor incondicion entiend razon oculta razon principio verdad inicio,0.0,,,
59,HLrwQWfTFUA,UCyZKnwm9PIcWOl3riDWKcBw,"LA MUJER EMPIEZA DONDE EL HOMBRE TERMINA... POR LO TANTO TODAS LAS CHICAS QUE AHORA NO ENCUENTRAN PAREJA ES SIMPLE HAY UNA RAZON Y POR ESA MISMA RAZON NADIEN NINGUN HOMBRE PODRIA ESTAR CON USTEDES LO LAMENTO, EL AMOR NO ENTIENDE DE RAZONES  Y SI EXISTE UNA YA NO HAY CONFIANZA ENTREGA ABSOLUTA AMOR Y VERDAD, PORQUE DETRAS DE UNA RAZON SE ESCONDE UNA VERDAD...",[0. 0. 0. ... 0. 0. 0.],mujer empieza hombr termina toda chica ahora encuentran pareja simpl razon misma razon nadien ningun hombr podria usted lamento amor entiend razon exist confianza entrega absoluta amor verdad detra razon escond verdad,0.0,,,
60,HLrwQWfTFUA,UCyZKnwm9PIcWOl3riDWKcBw,DIOS NOS VEE AL REVES,[0. 0. 0. ... 0. 0. 0.],dio reve,0.0,,,
61,HLrwQWfTFUA,UCyZKnwm9PIcWOl3riDWKcBw,"Voy a ser franco, la.mujer es la cabeza y el hombre es la cola...",[0. 0. 0. ... 0. 0. 0.],franco mujer cabeza hombr cola,0.0,,,
62,HLrwQWfTFUA,UC4wouUxcJ4UL7LpbHgJ0kEA,"Terminan siendo casi todos iguales viven no solo de la plata de su marido no importa su color de piel, viven de la edad  media en quel hombre pagava todo, del disney progre liberal trosko ahora disney va comprar la lucah de green peace y otraso omgs ambientales por eso no creo en ONGs",[0. 0. 0. ... 0. 0. 0.],terminan siendo casi igual viven solo plata marido importa color piel viven edad media quel hombr pagava disney progr liber trosko ahora disney comprar lucah green peac otraso omg ambiental creo ong,0.0,,,
63,HLrwQWfTFUA,UCziGXPfnvSp0-w-W_mR_XEA,"Hay muchos feminismos, pero bueno, depende. Es estructural. Hay mucho por hacer todavía. 💰💰💰💰💰💰💰💰💰💰",[0. 0. 0. ... 0. 0. 0.],feminismo bueno depend estructur hacer todav,0.0,,,
64,HLrwQWfTFUA,UCilZqrRu_8T3FRPdThxrq9A,Esta gente quiere que todos seamos iguales y que finjamos que no existem diferencias.,[0. 0. 0. ... 0. 0. 0.],gent quier igual finjamo existem diferencia,0.0,,,
65,HLrwQWfTFUA,UCVrS33qzxld3NxszRAtOKpA,"Dice el dicho:
""Cada loco con su tema"".",[0. 0. 0. ... 0. 0. 0.],dice dicho cada loco tema,0.0,,,
66,HLrwQWfTFUA,UCvP-bqMZPCca_5U7fBQvwIA,"¿Diferente en piel, ideas, valores, religión, cultura...? Todo el mundo tiene derecho a ser feminista. ¿Por qué se divide el feminismo en más grupos?",[0. 0. 0. ... 0. 0. 0.],diferent piel idea valor religi cultura mundo derecho feminista divid feminismo grupo,0.0,,,
67,vbT7gJoEyRc,UCT5B1q1yFsQOMmKlXBPj2_g,"Nadal, en la moda y ¿ en que más ?...¿ Cuánto te pagan por publicitar una marca de deporte, de un coche ?...Ahí  también os pagan más...Has intentado poner un ejemplo y solamente has encontrado uno y relativo. Un spot a hombres está más pagado q a una mujer...¿ O no, vecino ?.",[0. 0. 0. ... 0. 0. 0.],nadal moda pagan publicitar marca deport coch tambi pagan intentado poner ejemplo solament encontrado relativo spot hombr pagado mujer vecino,0.0,,,
68,vbT7gJoEyRc,UCsbCBB0wmH5h7zbBGvKuqjw,"No traten de hacerles entender con sentido comun a las féminas , porque no saben lo que es eso",[0. 0. 0. ... 0. 0. 0.],traten hacerl entend comun mina saben,0.0,,,
69,vbT7gJoEyRc,UCwPYKJNaIqLm9Lsv21CdLdA,Rafael mi heroe😂,[0. 0. 0. ... 0. 0. 0.],rafael hero,0.0,,,
70,vbT7gJoEyRc,UCduABjkz8xcmkeBv33Koe5g,Todo los que no les conviene a ellas es desigualdad. Que curioso.,[0. 0. 0. ... 0. 0. 0.],convien desigualdad curioso,0.0,,,
71,vbT7gJoEyRc,UCUa2NOaVISTVvu35J7fXlTQ,"Capcioso? Quién es el que se ha puesto a buscar el único sector en el que la mujer cobra más que el hombre. Negar la brecha salarial de género en el ámbito laboral, es de ser más capcioso todavía. Sobran Rubiales y si lo que sabe este tío es jugar al tenis, que juegue y deje de decir sandeces.",[0. 0. 0. ... 0. 0. 0.],capcioso puesto buscar nico sector mujer cobra hombr negar brecha salari nero mbito labor capcioso todav sobran rubial sabe jugar teni juegu deje decir sandec,0.0,,,
72,vbT7gJoEyRc,UCYSTAlstEWXWtsFKetSlz2g,"Excelente respuesta, o por qué las modelos de onlyfans ganan más que los hombres, no veo a los hombres quejándose por eso",[0. 0. 0. ... 0. 0. 0.],excelent respuesta modelo onlyfan ganan hombr hombr quej ndose,0.0,,,
73,vbT7gJoEyRc,UCG3cnNDCPrpjqPdXp8VxrfA,Era responder la pregunta no humillarla Nadal😂,[0. 0. 0. ... 0. 0. 0.],respond pregunta humillarla nadal,0.0,,,
74,vbT7gJoEyRc,UCvW0Ul05OAJA9m8Y_wDS6XA,Leyendo los comentarios queda mucho camino por recorrer!!!! Flipante!!!!!,[0. 0. 0. ... 0. 0. 0.],leyendo comentario queda camino recorr flipant,0.0,,,
75,vbT7gJoEyRc,UCMGObHBcZIuEtduxNbyNUUQ,Deberias ser presidente de la nacion,[0. 0. 0. ... 0. 0. 0.],deberia president nacion,0.0,,,
76,vbT7gJoEyRc,UC0FOZ9w4uKVYt3Ucw2gEl6A,"Es muy simple la respuesta . Por lo que generan económicamente, ( venden más ) Así como las mujeres modelos venden más que los hombres. Así como los comerciales que venden mucho sin importar el sexo ganan más que el que no vende, realizando el mismo trabajo. Realizar el mismo trabajo no implica ganar lo mismo, depende tu valía.",[0. 0. 0. ... 0. 0. 0.],simpl respuesta generan econ micament venden mujer modelo venden hombr comercial venden importar sexo ganan vend realizando mismo trabajo realizar mismo trabajo implica ganar mismo depend,0.0,,,
77,vbT7gJoEyRc,UComVmTxt2N3mJawybzn_8xw,Que zasca,[0. 0. 0. ... 0. 0. 0.],zasca,0.0,,,
78,vbT7gJoEyRc,UCC83xzOiWrmdXJ1da9rQx5A,Que cachetada al feminismo.,[0. 0. 0. ... 0. 0. 0.],cachetada feminismo,0.0,,,
79,vbT7gJoEyRc,UCtgpU1zDcNUiFKx_a_MnnVA,"No creo que su respuesta haya sido tan inteligente, es una persona que conoce a fondo su profesión y sabe perfectamente porque las mujeres cobran menos, lo que no entiendo es porque se ha sentido atacado con la pregunta como para hacer comparativas, para mí parecer falta de honestidad y humildad, por buen jugador que sea",[0. 0. 0. ... 0. 0. 0.],creo respuesta sido inteligent persona conoc fondo profesi sabe perfectament mujer cobran meno entiendo atacado pregunta hacer comparativa parec falta honestidad humildad buen jugador,0.0,,,
80,vbT7gJoEyRc,UCy3y1g75QlgJEUdjDK0lbOA,"El modelaje , el porno , 😂",[0. 0. 0. ... 0. 0. 0.],modelaj porno,0.0,,,
81,oOvlWqxZdqI,UCwVsuMTRbjahS5-die1mvDA,Y el chiste?,[0. 0. 0. ... 0. 0. 0.],chist,0.0,,,
82,oOvlWqxZdqI,UChtVwqCJUBKQfgWj464m7oA,Una vaca es más importante que una feminista,[0. 0. 0. ... 0. 0. 0.],vaca important feminista,0.0,,,
83,oOvlWqxZdqI,UC6dABjb99Ba2oAXXnAqPtsQ,"Mas respeto para las vacas, la leche chocolatada no existiria sin ellas, en cambio, sin feministas salimos ganando todos",[0. 0. 0. ... 0. 0. 0.],respeto vaca lech chocolatada existiria cambio feminista salimo ganando,0.0,,,
84,oOvlWqxZdqI,UCZ6MKXh2efAbg_dC6wd1mrQ,muy bien,[0. 0. 0. ... 0. 0. 0.],bien,0.0,,,
85,oOvlWqxZdqI,UCeQTC8_uDSf_aNw00yPizow,Madre mia jajdjaja,[0. 0. 0. ... 0. 0. 0.],madr jajdjaja,0.0,,,
86,oOvlWqxZdqI,UCgvRAsvwSSrGcsguP_gCPEg,"Lo que ella tenía que responder para poner en evidencia que los hombres somos unos patéticos: ""ustedes orinan de pie"".",[0. 0. 0. ... 0. 0. 0.],respond poner evidencia hombr tico usted orinan,0.0,,,
87,oOvlWqxZdqI,UCsJWnpQk4wjRAmRt-Fq31-A,:v la muchacha de pelo rojo aparece en el ph naranja :v,[0. 0. 0. ... 0. 0. 0.],muchacha pelo rojo aparec naranja,0.0,,,
88,oOvlWqxZdqI,UCoviC_cK8BoW4hMEEZADQ6g,contexto: No compares a una vaca con una feminista las vacas son mas valiosas que tu tonta vida vida eh,[0. 0. 0. ... 0. 0. 0.],contexto compar vaca feminista vaca valiosa tonta vida vida,0.0,,,
89,oOvlWqxZdqI,UChDJE1y-bK8a1Pn56EhaFQw,jajajaja,[0. 0. 0. ... 0. 0. 0.],jajajaja,0.0,,,
90,oOvlWqxZdqI,UCyZKnwm9PIcWOl3riDWKcBw,Todp lo hablado dicgo comentado habla de si mismo... me pregunto ahora en verdad conocemos desnudo los sucesos u a las personas pregunto??,[0. 0. 0. ... 0. 0. 0.],todp hablado dicgo comentado habla mismo pregunto ahora verdad conocemo desnudo suceso persona pregunto,0.0,,,
91,oOvlWqxZdqI,UCyLtgRpm_ZXvh204gHKEs2Q,La señora la llamó “gorda” y aún lo está asimilando.,[0. 0. 0. ... 0. 0. 0.],llam gorda asimilando,0.0,,,
92,oOvlWqxZdqI,UCTFUNjGe-zhBeAKVnDlUJYQ,"Pobre vaca ellas son útiles y especiales , no me las comparen con esas marranadas",[0. 0. 0. ... 0. 0. 0.],pobr vaca tile especial comparen marranada,0.0,,,
